Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""0-1""",DRX,Defenders,Elimination
2Bind,2,"""0-2""",DRX,Defenders,Defuse
2Bind,3,"""0-3""",DRX,Defenders,Defuse
2Bind,4,"""0-4""",DRX,Defenders,Elimination
2Bind,5,"""0-5""",DRX,Defenders,Defuse
2Bind,6,"""0-6""",DRX,Defenders,Elimination
2Bind,7,"""1-6""",NS,Attackers,Spike Detonation
2Bind,8,"""2-6""",NS,Attackers,Spike Detonation
2Bind,9,"""2-7""",DRX,Defenders,Defuse
2Bind,10,"""3-7""",NS,Attackers,Elimination
2Bind,11,"""4-7""",NS,Attackers,Elimination
2Bind,12,"""4-8""",DRX,Defenders,Elimination
2Bind,13,"""4-9""",NS,Attackers,Elimination
2Bind,14,"""4-10""",NS,Attackers,Elimination
2Bind,15,"""4-11""",NS,Attackers,Elimination
2Bind,16,"""4-12""",NS,Attackers,Spike Detonation
2Bind,17,"""4-13""",NS,Attackers,Elimination
2Bind,18,"""""",,,
2Bind,19,"""""",,,
2Bind,20,"""""",,,
2Bind,21,"""""",,,
2Bind,22,"""""",,,
2Bind,23,"""""",,,
2Bind,24,"""""",,,
