Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",WOL,Attackers,Elimination
1Lotus,2,"""2-0""",WOL,Attackers,Spike Detonation
1Lotus,3,"""2-1""",BLG,Defenders,Defuse
1Lotus,4,"""2-2""",BLG,Defenders,Elimination
1Lotus,5,"""2-3""",BLG,Defenders,Elimination
1Lotus,6,"""2-4""",BLG,Defenders,Elimination
1Lotus,7,"""3-4""",WOL,Attackers,Elimination
1Lotus,8,"""3-5""",BLG,Defenders,Elimination
1Lotus,9,"""3-6""",BLG,Defenders,Elimination
1Lotus,10,"""3-7""",BLG,Defenders,Defuse
1Lotus,11,"""3-8""",BLG,Defenders,Elimination
1Lotus,12,"""3-9""",BLG,Defenders,Elimination
1Lotus,13,"""4-9""",BLG,Defenders,Elimination
1Lotus,14,"""5-9""",BLG,Defenders,Elimination
1Lotus,15,"""5-10""",WOL,Attackers,Spike Detonation
1Lotus,16,"""5-11""",WOL,Attackers,Elimination
1Lotus,17,"""6-11""",BLG,Defenders,Elimination
1Lotus,18,"""7-11""",BLG,Defenders,Elimination
1Lotus,19,"""8-11""",BLG,Defenders,Elimination
1Lotus,20,"""9-11""",BLG,Defenders,Elimination
1Lotus,21,"""10-11""",BLG,Defenders,Elimination
1Lotus,22,"""10-12""",WOL,Attackers,Elimination
1Lotus,23,"""10-13""",WOL,Attackers,Elimination
1Lotus,24,"""""",,,
