Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Icebox,1,"""1-0""",VIT,Defenders,Defuse
2Icebox,2,"""2-0""",VIT,Defenders,Defuse
2Icebox,3,"""2-1""",TH,Attackers,Elimination
2Icebox,4,"""2-2""",TH,Attackers,Spike Detonation
2Icebox,5,"""2-3""",TH,Attackers,Spike Detonation
2Icebox,6,"""2-4""",TH,Attackers,Elimination
2Icebox,7,"""2-5""",TH,Attackers,Spike Detonation
2Icebox,8,"""3-5""",VIT,Defenders,Defuse
2Icebox,9,"""3-6""",TH,Attackers,Spike Detonation
2Icebox,10,"""3-7""",TH,Attackers,Elimination
2Icebox,11,"""4-7""",VIT,Defenders,Defuse
2Icebox,12,"""5-7""",VIT,Defenders,Defuse
2Icebox,13,"""5-8""",VIT,Defenders,Defuse
2Icebox,14,"""5-9""",VIT,Defenders,Elimination
2Icebox,15,"""6-9""",TH,Attackers,Elimination
2Icebox,16,"""6-10""",VIT,Defenders,Time Expired
2Icebox,17,"""6-11""",VIT,Defenders,Defuse
2Icebox,18,"""6-12""",VIT,Defenders,Defuse
2Icebox,19,"""6-13""",VIT,Defenders,Elimination
2Icebox,20,"""""",,,
2Icebox,21,"""""",,,
2Icebox,22,"""""",,,
2Icebox,23,"""""",,,
2Icebox,24,"""""",,,
