Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Haven,1,"""1-0""",TH,Attackers,Elimination
1Haven,2,"""2-0""",TH,Attackers,Elimination
1Haven,3,"""3-0""",TH,Attackers,Spike Detonation
1Haven,4,"""4-0""",TH,Attackers,Elimination
1Haven,5,"""4-1""",VIT,Defenders,Elimination
1Haven,6,"""5-1""",TH,Attackers,Spike Detonation
1Haven,7,"""5-2""",VIT,Defenders,Defuse
1Haven,8,"""5-3""",VIT,Defenders,Elimination
1Haven,9,"""5-4""",VIT,Defenders,Defuse
1Haven,10,"""6-4""",TH,Attackers,Spike Detonation
1Haven,11,"""6-5""",VIT,Defenders,Defuse
1Haven,12,"""6-6""",VIT,Defenders,Elimination
1Haven,13,"""6-7""",TH,Attackers,Elimination
1Haven,14,"""6-8""",TH,Attackers,Spike Detonation
1Haven,15,"""7-8""",VIT,Defenders,Defuse
1Haven,16,"""8-8""",VIT,Defenders,Defuse
1Haven,17,"""8-9""",TH,Attackers,Elimination
1Haven,18,"""8-10""",TH,Attackers,Elimination
1Haven,19,"""9-10""",VIT,Defenders,Elimination
1Haven,20,"""10-10""",VIT,Defenders,Elimination
1Haven,21,"""10-11""",TH,Attackers,Elimination
1Haven,22,"""10-12""",TH,Attackers,Elimination
1Haven,23,"""10-13""",TH,Attackers,Elimination
1Haven,24,"""""",,,
