,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,3 Round 4 hiro Shao Round 9 ANGE1 Ruxic Round 23 hiro koalanoob,1 Round 3 ANGE1 koalanoob hiro,1 Round 5 Ruxic Shao ANGE1 hiro,,,,,,,55,1,0
PROFEK BBL,,4 Round 2 ANGE1 hiro PROFEK Round 4 Ruxic ANGE1 Round 10 Shao koalanoob Round 22 Ruxic ANGE1,1 Round 16 ANGE1 koalanoob Shao,,,,,,,,55,1,1
sociablEE BBL,,6 Round 8 ANGE1 Shao Round 16 Ruxic hiro Round 17 ANGE1 koalanoob Round 20 ANGE1 hiro Round 21 koalanoob Shao Round 23 Shao Ruxic,,,,,1 Round 16 Ruxic hiro,,,,79,1,1
Jamppi BBL,,2 Round 17 hiro Ruxic Round 21 ANGE1 Ruxic,,,,,1 Round 21 Ruxic ANGE1,,,,47,4,1
LewN BBL,,3 Round 11 koalanoob Shao Round 12 ANGE1 Shao Round 15 hiro ANGE1,,,,,,,,,44,1,0
ANGE1 NAVI,,1 Round 21 sociablEE MAGNUM,1 Round 7 LewN Jamppi PROFEK,,,,,,,,29,0,0
Shao NAVI,,1 Round 3 MAGNUM sociablEE,1 Round 9 MAGNUM LewN Jamppi,,,,,,,,31,7,0
koalanoob NAVI,,3 Round 11 sociablEE PROFEK Round 13 PROFEK LewN Round 14 LewN Jamppi,,1 Round 18 LewN Jamppi PROFEK sociablEE,,,,,,,49,0,0
Ruxic NAVI,,4 Round 10 LewN Jamppi Round 11 LewN Jamppi Round 13 sociablEE Jamppi Round 22 Jamppi sociablEE,1 Round 16 MAGNUM PROFEK Jamppi,,,,1 Round 11 Jamppi LewN,,,,55,2,1
hiro NAVI,,2 Round 9 PROFEK sociablEE Round 12 sociablEE LewN,3 Round 1 LewN sociablEE MAGNUM Round 6 PROFEK LewN Jamppi Round 14 sociablEE PROFEK MAGNUM,,,1 Round 22 PROFEK,,,,,71,0,0
