,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,2 Round 10 Kushy xffero Round 17 Estrella Monyet,,,,,,,,,51,3,0
t3xture GEN,,1 Round 1 Estrella Kushy,1 Round 14 xffero Estrella Monyet,,,,,,,,37,0,0
Foxy9 GEN,,2 Round 11 Jemkin Kushy Round 12 xffero Monyet,,,,,,,,,42,0,0
yoman GEN,,1 Round 13 Estrella Kushy,2 Round 15 Monyet Estrella Kushy Round 16 Monyet Jemkin Estrella,,,1 Round 16 Estrella,,,,,47,0,1
Karon GEN,,3 Round 5 Kushy xffero Round 13 xffero Monyet Round 18 Jemkin xffero,,,,1 Round 18 xffero,,,,,41,3,1
Kushy RRQ,,3 Round 3 Karon yoman Round 10 Karon yoman Round 13 Munchkin t3xture,2 Round 7 Munchkin yoman Karon Round 8 Munchkin yoman Foxy9,,,,,,,,78,2,1
xffero RRQ,,3 Round 2 t3xture Munchkin Round 8 Karon t3xture Round 18 yoman Munchkin,1 Round 5 Munchkin t3xture Foxy9,,,,,,,,58,0,0
Monyet RRQ,,3 Round 1 yoman t3xture Round 3 Foxy9 Munchkin Round 9 Munchkin yoman,2 Round 11 yoman Karon Foxy9 Round 19 Munchkin yoman Karon,,,1 Round 11 Foxy9,,,,,56,0,3
Jemkin RRQ,,3 Round 2 Karon yoman Round 12 Karon t3xture Round 15 Karon yoman Jemkin,1 Round 16 t3xture Karon Foxy9,,,1 Round 15 yoman,,,,,62,1,0
Estrella RRQ,,,,1 Round 4 Foxy9 t3xture yoman Karon,,1 Round 10 Munchkin,,,,,68,1,1
