Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Nicc,DRG,Map_2_2Corrode,All,Gekko,1.49,259,20,11,5,+9,80%,166,37%,2,0,+2
Flex1n,DRG,Map_2_2Corrode,All,Omen,1.24,200,14,12,14,+2,75%,114,35%,0,2,-2
vo0kashu,DRG,Map_2_2Corrode,All,Cypher,1.18,263,18,13,5,+5,80%,163,46%,4,0,+4
Akeman,DRG,Map_2_2Corrode,All,Clove,0.92,180,13,13,6,0,75%,126,34%,0,5,-5
SpiritZ1,DRG,Map_2_2Corrode,All,Yoru,0.83,180,12,14,5,-2,75%,123,28%,2,5,-3
Shr1mp,AG,Map_2_2Corrode,All,Sova,1.09,227,14,14,9,0,75%,163,24%,1,2,-1
deLb,AG,Map_2_2Corrode,All,Deadlock,1.01,222,16,16,5,0,60%,135,38%,4,2,+2
Spitfires,AG,Map_2_2Corrode,All,Neon,0.86,210,16,18,2,-2,55%,138,35%,2,4,-2
HanChe,AG,Map_2_2Corrode,All,Viper,0.77,108,7,14,3,-7,60%,81,27%,3,0,+3
K1ra,AG,Map_2_2Corrode,All,Omen,0.76,153,9,15,10,-6,70%,95,19%,2,0,+2
Nicc,DRG,Map_2_2Corrode,Attack,Gekko,1.26,198,9,6,3,+3,83%,145,30%,1,0,+1
Flex1n,DRG,Map_2_2Corrode,Attack,Omen,1.27,209,9,6,7,+3,75%,115,33%,0,1,-1
vo0kashu,DRG,Map_2_2Corrode,Attack,Cypher,1.27,288,12,7,2,+5,83%,187,42%,3,0,+3
Akeman,DRG,Map_2_2Corrode,Attack,Clove,1.16,257,11,9,6,+2,92%,178,44%,0,2,-2
SpiritZ1,DRG,Map_2_2Corrode,Attack,Yoru,0.78,175,8,9,2,-1,75%,111,33%,1,4,-3
Shr1mp,AG,Map_2_2Corrode,Attack,Sova,1.40,306,8,5,2,+3,63%,214,31%,0,0,0
deLb,AG,Map_2_2Corrode,Attack,Deadlock,1.23,268,8,5,0,+3,50%,166,47%,3,1,+2
Spitfires,AG,Map_2_2Corrode,Attack,Neon,0.96,254,8,7,0,+1,50%,177,53%,2,2,0
HanChe,AG,Map_2_2Corrode,Attack,Viper,0.48,47,1,5,0,-4,50%,44,11%,0,0,0
K1ra,AG,Map_2_2Corrode,Attack,Omen,0.37,70,1,6,4,-5,50%,42,29%,0,0,0
Nicc,DRG,Map_2_2Corrode,Defend,Gekko,1.85,351,11,5,2,+6,75%,198,47%,1,0,+1
Flex1n,DRG,Map_2_2Corrode,Defend,Omen,1.20,187,5,6,7,-1,75%,113,40%,0,1,-1
vo0kashu,DRG,Map_2_2Corrode,Defend,Cypher,1.05,226,6,6,3,0,75%,127,55%,1,0,+1
Akeman,DRG,Map_2_2Corrode,Defend,Clove,0.57,65,2,4,0,-2,50%,48,0%,0,3,-3
SpiritZ1,DRG,Map_2_2Corrode,Defend,Yoru,0.89,188,4,5,3,-1,75%,141,23%,1,1,0
Shr1mp,AG,Map_2_2Corrode,Defend,Sova,0.88,174,6,9,7,-3,83%,129,17%,1,2,-1
deLb,AG,Map_2_2Corrode,Defend,Deadlock,0.87,191,8,11,5,-3,67%,114,32%,1,1,0
Spitfires,AG,Map_2_2Corrode,Defend,Neon,0.80,181,8,11,2,-3,58%,112,21%,0,2,-2
HanChe,AG,Map_2_2Corrode,Defend,Viper,0.96,149,6,9,3,-3,67%,106,38%,3,0,+3
K1ra,AG,Map_2_2Corrode,Defend,Omen,1.02,208,8,9,6,-1,83%,130,16%,2,0,+2
