,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,8 Round 1 Dambi Ivy Round 2 Ivy Francis Round 5 Persia Ivy Round 6 Dambi margaret Round 13 Francis Dambi Round 15 margaret Dambi Round 16 Persia Francis Round 19 Dambi margaret,1 Round 8 Persia margaret Dambi,,,,1 Round 8 Dambi margaret,,,,54,1,1
MaKo DRX,,4 Round 4 margaret Dambi Round 8 Ivy Francis Round 14 margaret Persia Round 21 margaret Dambi,,,,,,,,,59,1,0
BeYN DRX,,1 Round 4 Ivy Francis,,,,,,,,,40,3,1
HYUNMIN DRX,,2 Round 2 Dambi Persia Round 17 Francis Ivy,2 Round 16 margaret Dambi Ivy Round 22 Persia margaret Ivy,,,,,,,,59,2,1
Flashback DRX,,1 Round 11 Persia margaret,2 Round 14 Francis Ivy Dambi Round 18 margaret Ivy Persia,,,1 Round 11 margaret,,,,,61,0,1
Persia NS,,2 Round 1 HYUNMIN BeYN Round 7 HYUNMIN free1ng,1 Round 21 free1ng Flashback MaKo,,,1 Round 21 MaKo,,,,,44,1,1
Dambi NS,,3 Round 8 BeYN MaKo Round 12 HYUNMIN free1ng Round 17 HYUNMIN free1ng,2 Round 9 Flashback MaKo HYUNMIN Round 20 Flashback MaKo free1ng,,,,,,,,49,1,0
Francis NS,,3 Round 6 free1ng Flashback Round 12 BeYN Flashback Round 22 free1ng Flashback,1 Round 15 Flashback BeYN free1ng,2 Round 3 free1ng HYUNMIN BeYN MaKo Round 10 free1ng BeYN HYUNMIN Flashback,,,,,,,75,6,1
Ivy NS,,2 Round 5 Flashback MaKo Round 19 BeYN MaKo,,,,,,,,,51,2,0
margaret NS,,2 Round 15 MaKo HYUNMIN Round 20 HYUNMIN BeYN,1 Round 11 free1ng MaKo BeYN,,,,,,,,51,0,0
