,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,5 Round 3 Sato Okeanos Round 4 C0M tex Round 7 kiNgg C0M Round 12 Sato Okeanos Round 13 Sato tex,1 Round 14 tex Sato kiNgg,,,,,,,,105,1,0
s0m NRG,,4 Round 4 Sato Okeanos Round 7 Sato Okeanos Round 10 tex C0M Round 11 tex Okeanos,1 Round 8 Sato kiNgg Okeanos,,,1 Round 11 Okeanos,,,,,55,0,1
mada NRG,,2 Round 5 C0M kiNgg Round 10 Sato kiNgg,,,,,,,,,83,0,0
skuba NRG,,1 Round 3 kiNgg C0M,1 Round 6 C0M Okeanos kiNgg,,,,,,,,63,0,2
Ethan NRG,,2 Round 5 tex Sato Round 12 tex C0M,,1 Round 15 C0M kiNgg Sato Okeanos,,,1 Round 15 Sato Okeanos,,,,51,1,0
C0M LEV,,,,,,,,,,,30,1,0
tex LEV,,1 Round 6 brawk skuba,,,,,,,,,31,0,0
Okeanos LEV,,1 Round 1 mada Ethan,2 Round 2 s0m mada brawk Round 11 brawk mada Ethan,,,,,,,,58,1,0
kiNgg LEV,,,,,,,,,,,22,1,0
Sato LEV,,2 Round 8 mada skuba Round 14 Ethan mada,,,,,,,,,46,2,0
