,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,4 Round 6 saadhak pyrolll Round 9 marteen SUYGETSU Round 17 pyrolll saadhak Round 19 saadhak Avez,,,,1 Round 13 marteen,,,,,39,4,3
Boaster FNC,,2 Round 11 Avez marteen Round 14 pyrolll saadhak,,,,,,,,,34,2,0
Chronicle FNC,,4 Round 5 SUYGETSU saadhak Round 11 pyrolll SUYGETSU Round 13 saadhak Avez Round 20 marteen saadhak,,1 Round 4 SUYGETSU saadhak Avez pyrolll,1 Round 2 Avez marteen SUYGETSU pyrolll saadhak,1 Round 11 SUYGETSU,,,,,65,1,0
kaajak FNC,,4 Round 3 marteen Avez Round 18 saadhak Avez Round 19 marteen pyrolll Round 21 saadhak Avez,,,,,,,,,53,0,0
Alfajer FNC,,2 Round 1 Avez saadhak Round 16 marteen saadhak,1 Round 15 Avez pyrolll saadhak,,,1 Round 3 SUYGETSU,,,,,45,0,1
saadhak KC,,1 Round 4 crashies Alfajer,2 Round 5 Boaster Alfajer kaajak Round 10 Chronicle Alfajer Boaster,,,,,,,,45,0,0
SUYGETSU KC,,7 Round 6 kaajak Chronicle Round 10 crashies kaajak Round 11 kaajak crashies Round 12 Boaster kaajak Round 17 Chronicle Alfajer Round 19 kaajak Chronicle Round 20 Boaster Alfajer,1 Round 3 Chronicle Boaster crashies,,,,,,,,80,0,1
Avez KC,,2 Round 9 Alfajer crashies Round 20 Chronicle kaajak,,1 Round 7 kaajak Chronicle Alfajer crashies,,1 Round 9 crashies,,,,,42,2,1
pyrolll KC,,,,,,,,,,,21,0,0
marteen KC,,3 Round 6 Boaster crashies Round 9 Boaster Chronicle Round 12 Alfajer Chronicle,1 Round 13 Boaster Alfajer Chronicle,,,,,,,,38,2,0
