,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,3 Round 8 Ethan s0m Round 16 Ethan brawk Round 17 skuba mada,,,,,,,,,54,2,0
Boaster FNC,,,,,,,,,,,26,1,1
Chronicle FNC,,1 Round 13 mada Ethan,1 Round 6 mada s0m brawk,,,,,,,,43,1,0
kaajak FNC,,1 Round 16 skuba mada,1 Round 3 mada brawk Ethan,,,,,,,,44,0,0
Alfajer FNC,,1 Round 3 s0m skuba,,,,,,,,,33,0,0
brawk NRG,,2 Round 4 crashies Chronicle Round 7 Boaster Alfajer,,,,,,,,,53,2,0
s0m NRG,,3 Round 2 kaajak Chronicle Round 3 kaajak crashies Round 12 kaajak Chronicle,1 Round 11 Chronicle Boaster crashies,,,,,,,,58,6,0
mada NRG,,3 Round 5 crashies Chronicle Round 12 crashies Boaster Round 18 Boaster crashies,1 Round 15 crashies kaajak Boaster,,,,,,,,55,0,0
skuba NRG,,,2 Round 6 crashies Chronicle Alfajer skuba Round 8 crashies Boaster Chronicle,1 Round 1 Chronicle kaajak crashies Alfajer,,,1 Round 6 Alfajer Chronicle,,,,76,2,0
Ethan NRG,,2 Round 9 Alfajer Boaster Round 17 Alfajer Boaster,1 Round 7 Chronicle kaajak crashies,,,,,,,,62,1,0
