,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 1 kaajak crashies,,,,,,,,1 Round 15 Alfajer kaajak crashies Boaster Chronicle,55,0,1
Kushy RRQ,,,,1 Round 3 Alfajer crashies Chronicle Boaster,,,,,,,36,4,0
xffero RRQ,,3 Round 1 Alfajer Chronicle Round 6 Alfajer crashies Round 19 Boaster kaajak,1 Round 18 Boaster kaajak Alfajer,,,,,,,,50,3,0
Monyet RRQ,,3 Round 7 kaajak Alfajer Round 10 Boaster crashies Round 12 Boaster crashies,3 Round 2 Chronicle kaajak Boaster Round 4 Alfajer crashies Chronicle Round 11 Chronicle kaajak crashies,,,,,,,,61,0,1
Jemkin RRQ,,3 Round 4 Boaster kaajak Round 6 Chronicle Boaster Round 7 Boaster Chronicle Jemkin,2 Round 8 Alfajer kaajak crashies Round 9 Alfajer kaajak Boaster,,,,,,,,75,4,0
crashies FNC,,4 Round 7 xffero Monyet crashies Round 8 Monyet crazyguy Round 14 xffero crazyguy Round 17 Monyet Jemkin,,,,,,,,,79,1,1
Boaster FNC,,1 Round 15 Jemkin Monyet,,,,,,,,,18,3,0
Chronicle FNC,,2 Round 8 Kushy Jemkin Round 16 Jemkin Kushy,,1 Round 13 Monyet Jemkin crazyguy xffero,,1 Round 8 Jemkin,,,,,51,0,1
kaajak FNC,,4 Round 4 Kushy xffero Round 5 Monyet crazyguy Round 16 Monyet crazyguy Round 17 crazyguy xffero,,,,,,,,,55,0,0
Alfajer FNC,,2 Round 14 Monyet Jemkin Round 18 Jemkin Kushy,,,,,,,,,49,2,0
