,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,3 Round 3 kaajak Chronicle Round 6 crashies kaajak Round 8 kaajak crashies,,,,,,,,,37,0,0
Kushy RRQ,,3 Round 1 Chronicle Alfajer Round 2 Alfajer crashies Kushy Round 14 Boaster Chronicle,,,,,,,,,59,1,0
xffero RRQ,,,2 Round 3 crashies Alfajer Boaster Round 13 kaajak Chronicle Boaster,,,,1 Round 3 Alfajer Boaster,,,,56,0,0
Monyet RRQ,,1 Round 13 Alfajer crashies,,,,,,,,,37,1,0
Jemkin RRQ,,,,,,,,,,,33,0,0
crashies FNC,,2 Round 13 xffero Kushy Round 14 xffero Jemkin,,,,,,,,,52,4,0
Boaster FNC,,2 Round 3 Monyet crazyguy Round 9 Jemkin Monyet,1 Round 10 Jemkin Kushy crazyguy,,,,,,,,55,0,0
Chronicle FNC,,3 Round 1 crazyguy Monyet Round 6 Monyet crazyguy Round 15 xffero crazyguy,1 Round 9 Kushy xffero crazyguy,,,,1 Round 6 crazyguy Monyet,,,,57,2,0
kaajak FNC,,3 Round 5 crazyguy Kushy Round 6 Jemkin Kushy Round 7 crazyguy Monyet,2 Round 4 Jemkin crazyguy Monyet Round 18 Kushy xffero crazyguy,,,,,,,,65,2,0
Alfajer FNC,,2 Round 2 Monyet xffero Round 3 Jemkin Kushy,1 Round 5 Monyet Jemkin xffero,3 Round 12 Monyet xffero Kushy crazyguy Round 16 Kushy crazyguy Jemkin Monyet Round 17 xffero Monyet Jemkin Kushy,,,,,,,64,0,0
