,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,4 Round 1 Alfajer Chronicle Round 6 Boaster kaajak Round 14 Chronicle crashies Round 15 Alfajer kaajak,,,,,1 Round 14 Chronicle crashies,,,,47,2,0
Kushy RRQ,,1 Round 8 Alfajer kaajak,,,,,,,,,28,2,0
xffero RRQ,,2 Round 1 crashies kaajak Round 12 kaajak crashies,,,,,,,,,46,1,0
Monyet RRQ,,2 Round 2 Boaster kaajak Round 16 crashies Alfajer,1 Round 14 kaajak Boaster Alfajer,,,,,,,,55,1,0
Jemkin RRQ,,,,,,,,,,,25,0,0
crashies FNC,,1 Round 14 Monyet xffero,2 Round 6 xffero crazyguy Kushy Round 15 Kushy crazyguy xffero,,,1 Round 15 xffero,,,,,68,0,2
Boaster FNC,,1 Round 18 xffero Kushy,,,,,,,,,54,3,0
Chronicle FNC,,4 Round 4 Jemkin xffero Round 7 Monyet crazyguy Round 12 Jemkin Kushy Round 17 crazyguy xffero,1 Round 10 Monyet Kushy crazyguy,,,,,,,,104,0,0
kaajak FNC,,2 Round 3 xffero Monyet Round 13 Kushy Monyet,3 Round 5 Jemkin xffero crazyguy Round 11 crazyguy Jemkin Monyet Round 18 Monyet Jemkin crazyguy,,,,,,,,94,0,1
Alfajer FNC,,3 Round 3 Kushy crazyguy Round 9 Monyet crazyguy Round 12 Monyet xffero,,,,,,,,,57,0,0
