,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 1 Verno xenom Round 12 cortezia artzin,,,,,,,,,36,5,0
RieNs TH,,4 Round 7 artzin xenom Round 16 Verno cortezia Round 22 Verno xenom Round 25 Verno aspas,1 Round 9 aspas cortezia xenom,,,1 Round 18 Verno,,,,,54,1,0
MiniBoo TH,,3 Round 3 cortezia Verno Round 12 xenom Verno Round 23 Verno cortezia,1 Round 24 cortezia artzin aspas,,,2 Round 23 cortezia Round 24 aspas,,,,,45,1,1
Wo0t TH,,4 Round 3 aspas artzin Round 5 aspas Verno Round 18 artzin cortezia Round 20 aspas xenom,,,,,1 Round 19 Verno cortezia,,,,48,2,0
benjyfishy TH,,1 Round 13 Verno artzin,,,,1 Round 13 xenom,,,,,33,2,1
cortezia MIBR,,4 Round 4 RieNs benjyfishy Round 16 Wo0t Boo Round 22 Boo benjyfishy Round 23 benjyfishy Wo0t,,,,,,,,,33,0,1
artzin MIBR,,4 Round 16 benjyfishy RieNs Round 21 MiniBoo benjyfishy Round 22 MiniBoo Wo0t Round 26 RieNs Wo0t,3 Round 5 benjyfishy RieNs Wo0t Round 24 RieNs benjyfishy Boo Round 25 Wo0t RieNs MiniBoo,,,1 Round 5 Wo0t,,,,,84,2,2
aspas MIBR,,4 Round 1 benjyfishy Boo Round 6 Boo benjyfishy Round 12 Wo0t benjyfishy Round 18 Wo0t Boo,,,,1 Round 1 Boo,,,,,39,0,0
xenom MIBR,,3 Round 1 Wo0t RieNs Round 7 Boo MiniBoo Round 20 MiniBoo RieNs,1 Round 13 RieNs Boo benjyfishy xenom,,,,,,,,47,1,0
Verno MIBR,,1 Round 10 Boo MiniBoo,2 Round 11 Boo MiniBoo Wo0t Round 19 RieNs benjyfishy MiniBoo Verno,,,,,,,,51,7,0
