,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,,,,,,,,,,25,1,0
RieNs TH,,2 Round 8 paTiTek keiko Round 10 nAts keiko,,,,,,,,,44,4,0
MiniBoo TH,,,,,,,,,,,31,0,0
Wo0t TH,,3 Round 2 nAts kamyk Round 7 kamyk nAts Round 12 keiko paTiTek,1 Round 1 kamo keiko nAts,,,,,,,,58,1,0
benjyfishy TH,,2 Round 1 paTiTek kamyk Round 7 paTiTek keiko,1 Round 11 nAts kamyk kamo,,,1 Round 7 keiko,,,,,63,1,0
paTiTek TL,,5 Round 2 benjyfishy RieNs Round 4 MiniBoo Boo Round 10 RieNs Boo Round 14 Wo0t MiniBoo Round 16 Wo0t MiniBoo,1 Round 5 RieNs MiniBoo Wo0t,,,,1 Round 10 Boo RieNs,,,,75,3,1
nAts TL,,2 Round 6 Boo benjyfishy Round 9 Wo0t benjyfishy,2 Round 10 Wo0t MiniBoo benjyfishy Round 16 Boo benjyfishy RieNs,,,,,,,,93,0,1
kamyk TL,,3 Round 3 Wo0t RieNs Round 9 MiniBoo RieNs Round 17 benjyfishy MiniBoo,,,,,,,,,50,1,0
keiko TL,,3 Round 1 RieNs benjyfishy Round 4 Wo0t RieNs Round 17 Boo RieNs,1 Round 15 MiniBoo RieNs Boo,,,,,,,,69,1,0
kamo TL,,3 Round 3 MiniBoo benjyfishy Round 13 Boo RieNs Round 15 benjyfishy Wo0t,,1 Round 8 Wo0t RieNs benjyfishy Boo,,,,,,,48,0,0
