,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,,1 Round 1 kamyk kamo paTiTek,,,,,,,,40,2,0
RieNs TH,,3 Round 2 keiko kamo Round 15 keiko kamo Round 18 nAts kamo,1 Round 16 keiko nAts kamyk,,,,,,,,37,0,0
MiniBoo TH,,1 Round 4 nAts keiko,1 Round 3 paTiTek kamo keiko,2 Round 7 kamo nAts paTiTek keiko Round 17 kamo paTiTek kamyk keiko,,,,,,,71,1,0
Wo0t TH,,1 Round 19 keiko kamyk,,,,,1 Round 19 nAts paTiTek,,,,42,0,0
benjyfishy TH,,2 Round 4 kamo kamyk Round 5 keiko paTiTek,,,,,,,,,20,1,0
paTiTek TL,,3 Round 11 Wo0t MiniBoo Round 14 Wo0t RieNs Round 15 RieNs benjyfishy,,,,,1 Round 20 Boo RieNs,,,,54,5,1
nAts TL,,2 Round 8 benjyfishy Wo0t Round 17 Boo benjyfishy,1 Round 13 Boo Wo0t RieNs,1 Round 16 Boo Wo0t benjyfishy MiniBoo,,,,,,,58,1,0
kamyk TL,,2 Round 9 MiniBoo Boo Round 10 MiniBoo Boo,,,,,,,,,45,0,0
keiko TL,,4 Round 4 Wo0t RieNs Round 6 Wo0t Boo Round 12 benjyfishy RieNs Round 15 MiniBoo Boo,,,,,,,,,56,1,0
kamo TL,,6 Round 1 MiniBoo RieNs Round 6 RieNs MiniBoo Round 8 MiniBoo Boo Round 11 benjyfishy RieNs Round 14 benjyfishy MiniBoo Round 20 Wo0t benjyfishy,,1 Round 2 Boo MiniBoo benjyfishy Wo0t,,,,,,,80,0,0
