,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,6,,,,,,,,,43,1,0
adverso FUR,,4,1,,,2,,,,,44,3,0
Urango FUR,,3,1,,,,,,,,42,6,0
heat FUR,,1,2,,,2,,,,,39,0,1
Palla FUR,,8,2,,,,,,,,62,1,0
supamen EG,,6,3,,,1,,,,,67,1,0
yay EG,,5,5,2,,,,,,,73,1,0
Derrek EG,,7,1,,,,,,,,56,3,1
NaturE EG,,2,2,,,,,,,,57,10,2
icy EG,,6,2,1,,,,,,,55,0,2
