,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,2 Round 5 supamen NaturE Round 18 icy supamen,,,,,,,,,41,0,0
adverso FUR,,3 Round 7 yay NaturE Round 10 Derrek yay Round 14 yay icy,1 Round 3 icy supamen NaturE,,,1 Round 13 NaturE,,,,,52,1,0
Urango FUR,,3 Round 1 Derrek yay Round 9 icy Derrek Round 17 supamen yay,,,,,,,,,43,3,0
heat FUR,,,,,,,,,,,21,0,0
Palla FUR,,2 Round 16 supamen NaturE Round 17 NaturE Derrek,2 Round 4 supamen icy Derrek Round 13 yay icy supamen,,,,,,,,71,1,0
supamen EG,,2 Round 8 Urango tuyz Round 19 tuyz adverso,2 Round 9 Palla Urango heat Round 12 adverso tuyz Urango,,,1 Round 8 tuyz,,,,,67,0,0
yay EG,,1 Round 16 adverso Urango,3 Round 5 Palla heat Urango Round 15 adverso Urango heat Round 18 heat Palla adverso,1 Round 14 Palla heat tuyz Urango,,,,,,,65,1,0
Derrek EG,,6 Round 7 Palla heat Round 8 Palla heat Round 10 Palla tuyz Round 17 heat tuyz Round 18 Urango heat Round 19 heat Urango,,,,,,,,,56,1,1
NaturE EG,,1 Round 8 adverso adverso,2 Round 11 Palla Urango tuyz Round 13 tuyz Palla adverso NaturE,,,,,,,,73,6,1
icy EG,,5 Round 1 adverso heat Round 3 tuyz Urango Round 10 Urango heat Round 11 adverso heat Round 16 tuyz Palla,,1 Round 2 Urango adverso heat tuyz,,,,,,,59,0,1
