,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,4 Round 5 Derrek icy Round 10 yay icy Round 14 NaturE Derrek Round 21 NaturE yay,,,,,,,,,44,1,0
adverso FUR,,1 Round 13 yay NaturE,,,,1 Round 21 supamen,,,,,35,2,0
Urango FUR,,,1 Round 4 icy NaturE supamen,,,,,,,,41,3,0
heat FUR,,1 Round 14 supamen icy,2 Round 2 yay NaturE Derrek Round 20 icy supamen Derrek,,,2 Round 4 Derrek Round 20 Derrek,,,,,56,0,1
Palla FUR,,6 Round 1 icy Derrek Round 3 yay NaturE Round 11 Derrek yay Round 12 yay Derrek Round 13 icy Derrek Round 18 yay supamen,,,,,,,,,52,0,0
supamen EG,,4 Round 4 adverso tuyz Round 16 Palla adverso Round 18 heat Urango Round 22 adverso tuyz,1 Round 21 Palla tuyz Urango,,,,,,,,67,1,0
yay EG,,4 Round 10 adverso Palla Round 15 heat tuyz Round 17 adverso tuyz Round 22 heat Urango,2 Round 6 adverso Urango tuyz Round 7 Palla Urango adverso,1 Round 9 Palla tuyz heat adverso,,,,,,,80,0,0
Derrek EG,,1 Round 3 adverso tuyz,1 Round 8 Palla Urango heat,,,,,,,,55,2,0
NaturE EG,,1 Round 12 Palla heat,,,,,,,,,40,4,1
icy EG,,1 Round 3 Urango heat,2 Round 11 Urango heat Palla Round 12 Urango adverso tuyz,,,,,,,,50,0,1
