Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Lotus,1,"""0-1""",C9,Defenders,Defuse
2Lotus,2,"""0-2""",C9,Defenders,Defuse
2Lotus,3,"""1-2""",MIBR,Attackers,Spike Detonation
2Lotus,4,"""1-3""",C9,Defenders,Defuse
2Lotus,5,"""1-4""",C9,Defenders,Elimination
2Lotus,6,"""1-5""",C9,Defenders,Defuse
2Lotus,7,"""1-6""",C9,Defenders,Defuse
2Lotus,8,"""1-7""",C9,Defenders,Elimination
2Lotus,9,"""2-7""",MIBR,Attackers,Elimination
2Lotus,10,"""2-8""",C9,Defenders,Elimination
2Lotus,11,"""2-9""",C9,Defenders,Elimination
2Lotus,12,"""3-9""",MIBR,Attackers,Elimination
2Lotus,13,"""4-9""",C9,Defenders,Defuse
2Lotus,14,"""5-9""",C9,Defenders,Defuse
2Lotus,15,"""6-9""",C9,Defenders,Elimination
2Lotus,16,"""7-9""",C9,Defenders,Defuse
2Lotus,17,"""8-9""",C9,Defenders,Elimination
2Lotus,18,"""9-9""",C9,Defenders,Defuse
2Lotus,19,"""9-10""",MIBR,Attackers,Elimination
2Lotus,20,"""9-11""",MIBR,Attackers,Spike Detonation
2Lotus,21,"""10-11""",C9,Defenders,Elimination
2Lotus,22,"""11-11""",C9,Defenders,Elimination
2Lotus,23,"""11-12""",MIBR,Attackers,Elimination
2Lotus,24,"""12-12""",C9,Defenders,Elimination
2Lotus,25,"""13-12""",MIBR,Attackers,Elimination
2Lotus,26,"""13-13""",MIBR,Attackers,Elimination
2Lotus,27,"""13-14""",C9,Defenders,Elimination
2Lotus,28,"""13-15""",MIBR,Attackers,Elimination
