Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Pearl,1,"""0-1""",MIBR,Attackers,Elimination
1Pearl,2,"""0-2""",MIBR,Attackers,Elimination
1Pearl,3,"""0-3""",MIBR,Attackers,Elimination
1Pearl,4,"""0-4""",MIBR,Attackers,Spike Detonation
1Pearl,5,"""1-4""",C9,Defenders,Time Expired
1Pearl,6,"""2-4""",C9,Defenders,Defuse
1Pearl,7,"""3-4""",C9,Defenders,Time Expired
1Pearl,8,"""3-5""",MIBR,Attackers,Spike Detonation
1Pearl,9,"""4-5""",C9,Defenders,Defuse
1Pearl,10,"""4-6""",MIBR,Attackers,Spike Detonation
1Pearl,11,"""5-6""",C9,Defenders,Defuse
1Pearl,12,"""5-7""",MIBR,Attackers,Elimination
1Pearl,13,"""6-7""",MIBR,Attackers,Elimination
1Pearl,14,"""7-7""",MIBR,Attackers,Spike Detonation
1Pearl,15,"""8-7""",MIBR,Attackers,Elimination
1Pearl,16,"""9-7""",MIBR,Attackers,Elimination
1Pearl,17,"""9-8""",C9,Defenders,Defuse
1Pearl,18,"""10-8""",MIBR,Attackers,Elimination
1Pearl,19,"""11-8""",MIBR,Attackers,Elimination
1Pearl,20,"""11-9""",C9,Defenders,Defuse
1Pearl,21,"""12-9""",MIBR,Attackers,Elimination
1Pearl,22,"""13-9""",MIBR,Attackers,Elimination
1Pearl,23,"""""",,,
1Pearl,24,"""""",,,
