Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Alfajer,FNC,All_Maps,All,Killjoy,1.60,291,45,28,9,+17,79%,193,30%,6,3,+3
Derke,FNC,All_Maps,All,"Yoru, Raze",0.85,197,28,32,7,-4,58%,117,26%,5,7,-2
hiro,FNC,All_Maps,All,"Viper, Fade",0.79,146,24,32,12,-8,77%,99,23%,2,4,-2
Chronicle,FNC,All_Maps,All,"Sova, Viper",0.74,147,20,31,10,-11,63%,104,19%,3,6,-3
Boaster,FNC,All_Maps,All,"Astra, Omen",0.66,115,16,29,11,-13,65%,70,22%,2,5,-3
BuZz,DRX,All_Maps,All,"Jett, Raze",1.42,298,47,26,2,+21,74%,179,23%,14,5,+9
MaKo,DRX,All_Maps,All,Omen,1.18,224,34,25,11,+9,81%,146,30%,3,1,+2
Flashback,DRX,All_Maps,All,"Cypher, Viper",0.81,138,22,23,12,-1,72%,88,28%,2,2,0
BeYN,DRX,All_Maps,All,"Sova, Fade",0.78,161,25,28,12,-3,77%,112,21%,2,5,-3
Foxy9,DRX,All_Maps,All,"Kayo, Chamber",0.71,146,23,31,14,-8,65%,111,33%,4,5,-1
Alfajer,FNC,All_Maps,Attack,Killjoy,1.23,236,16,15,0,+1,79%,169,28%,3,0,+3
Derke,FNC,All_Maps,Attack,"Yoru, Raze",0.85,188,12,15,1,-3,63%,110,26%,3,2,+1
hiro,FNC,All_Maps,Attack,"Viper, Fade",0.64,133,10,16,4,-6,63%,90,17%,0,3,-3
Chronicle,FNC,All_Maps,Attack,"Sova, Viper",0.33,94,4,17,4,-13,53%,76,6%,1,3,-2
Boaster,FNC,All_Maps,Attack,"Astra, Omen",0.50,100,7,15,3,-8,58%,57,35%,1,3,-2
BuZz,DRX,All_Maps,Attack,"Jett, Raze",1.25,273,22,17,2,+5,67%,171,25%,7,3,+4
MaKo,DRX,All_Maps,Attack,Omen,1.10,212,18,15,5,+3,75%,134,32%,2,0,+2
Flashback,DRX,All_Maps,Attack,"Cypher, Viper",0.66,126,11,14,6,-3,63%,78,24%,1,2,-1
BeYN,DRX,All_Maps,Attack,"Sova, Fade",0.67,140,11,17,6,-6,71%,97,20%,1,3,-2
Foxy9,DRX,All_Maps,Attack,"Kayo, Chamber",0.58,142,12,21,7,-9,54%,102,61%,3,2,+1
Alfajer,FNC,All_Maps,Defend,Killjoy,1.89,339,29,13,9,+16,79%,213,32%,3,3,0
Derke,FNC,All_Maps,Defend,"Yoru, Raze",0.85,193,16,17,6,-1,54%,122,26%,2,5,-3
hiro,FNC,All_Maps,Defend,"Viper, Fade",0.92,166,14,16,8,-2,88%,106,28%,2,1,+1
Chronicle,FNC,All_Maps,Defend,"Sova, Viper",1.06,190,16,14,6,+2,71%,127,28%,2,3,-1
Boaster,FNC,All_Maps,Defend,"Astra, Omen",0.78,122,9,14,8,-5,71%,80,17%,1,2,-1
BuZz,DRX,All_Maps,Defend,"Jett, Raze",1.63,322,25,9,0,+16,84%,189,20%,7,2,+5
MaKo,DRX,All_Maps,Defend,Omen,1.27,232,16,10,6,+6,89%,160,28%,1,1,0
Flashback,DRX,All_Maps,Defend,"Cypher, Viper",1.00,158,11,9,6,+2,84%,101,31%,1,0,+1
BeYN,DRX,All_Maps,Defend,"Sova, Fade",0.91,193,14,11,6,+3,84%,131,22%,1,2,-1
Foxy9,DRX,All_Maps,Defend,"Kayo, Chamber",0.88,153,11,10,7,+1,79%,123,19%,1,3,-2
