Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
cNed,FUT,Map_1_1Haven,All,Omen,1.29,246,16,14,8,+2,68%,179,31%,2,0,+2
yetujey,FUT,Map_1_1Haven,All,Cypher,0.96,205,13,11,2,+2,79%,122,23%,2,0,+2
xeus,FUT,Map_1_1Haven,All,Neon,0.78,191,14,14,5,0,63%,115,30%,2,5,-3
MrFaliN,FUT,Map_1_1Haven,All,Sova,0.77,213,12,17,9,-5,63%,141,17%,4,3,+1
qRaxs,FUT,Map_1_1Haven,All,Breach,0.72,139,10,16,15,-6,89%,78,32%,0,1,-1
RieNs,TH,Map_1_1Haven,All,Sova,1.35,258,18,12,3,+6,79%,189,38%,0,0,0
Wo0t,TH,Map_1_1Haven,All,Iso,1.28,247,17,13,4,+4,79%,143,57%,3,2,+1
benjyfishy,TH,Map_1_1Haven,All,Cypher,1.07,209,15,12,3,+3,74%,137,29%,1,3,-2
Boo,TH,Map_1_1Haven,All,Omen,0.94,164,11,14,7,-3,58%,110,50%,2,1,+1
MiniBoo,TH,Map_1_1Haven,All,Yoru,0.64,159,11,14,1,-3,63%,95,63%,3,4,-1
cNed,FUT,Map_1_1Haven,Attack,Omen,0.29,92,2,7,2,-5,57%,75,0%,0,0,0
yetujey,FUT,Map_1_1Haven,Attack,Cypher,1.04,287,6,6,1,0,71%,183,30%,2,0,+2
xeus,FUT,Map_1_1Haven,Attack,Neon,0.43,88,3,6,2,-3,57%,43,25%,0,3,-3
MrFaliN,FUT,Map_1_1Haven,Attack,Sova,0.03,47,0,7,2,-7,29%,47,25%,0,1,-1
qRaxs,FUT,Map_1_1Haven,Attack,Breach,0.92,238,6,7,4,-1,71%,135,36%,0,1,-1
RieNs,TH,Map_1_1Haven,Attack,Sova,1.26,275,12,9,3,+3,75%,208,39%,0,0,0
Wo0t,TH,Map_1_1Haven,Attack,Iso,1.06,235,10,10,2,0,75%,137,63%,1,2,-1
benjyfishy,TH,Map_1_1Haven,Attack,Cypher,0.70,179,7,10,2,-3,58%,121,27%,1,3,-2
Boo,TH,Map_1_1Haven,Attack,Omen,0.62,93,4,9,2,-5,42%,71,71%,1,1,0
MiniBoo,TH,Map_1_1Haven,Attack,Yoru,0.53,144,6,10,1,-4,58%,82,60%,1,2,-1
cNed,FUT,Map_1_1Haven,Defend,Omen,1.87,337,14,7,6,+7,75%,240,41%,2,0,+2
yetujey,FUT,Map_1_1Haven,Defend,Cypher,0.91,158,7,5,1,+2,83%,87,14%,0,0,0
xeus,FUT,Map_1_1Haven,Defend,Neon,0.98,252,11,8,3,+3,67%,157,31%,2,2,0
MrFaliN,FUT,Map_1_1Haven,Defend,Sova,1.22,310,12,10,7,+2,83%,197,16%,4,2,+2
qRaxs,FUT,Map_1_1Haven,Defend,Breach,0.60,82,4,9,11,-5,100%,45,25%,0,0,0
RieNs,TH,Map_1_1Haven,Defend,Sova,1.49,232,6,3,0,+3,86%,156,36%,0,0,0
Wo0t,TH,Map_1_1Haven,Defend,Iso,1.67,269,7,3,2,+4,86%,155,50%,2,0,+2
benjyfishy,TH,Map_1_1Haven,Defend,Cypher,1.71,262,8,2,1,+6,100%,163,30%,0,0,0
Boo,TH,Map_1_1Haven,Defend,Omen,1.48,288,7,5,5,+2,86%,175,42%,1,0,+1
MiniBoo,TH,Map_1_1Haven,Defend,Yoru,0.83,184,5,4,0,+1,71%,117,67%,2,2,0
