,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,3 Round 4 f0rsakeN Jinggg Round 6 something Jinggg Round 8 mindfreak d4v41,,2 Round 11 something d4v41 mindfreak Jinggg Round 12 d4v41 something Jinggg mindfreak,,,,,1 Round 11 something mindfreak d4v41 Jinggg,,82,1,0
Suggest GEN,,,,,,,,,,,28,0,0
t3xture GEN,,6 Round 1 d4v41 Jinggg Round 4 d4v41 something Round 5 mindfreak f0rsakeN Round 10 something mindfreak Round 15 mindfreak Jinggg Round 17 something Jinggg,1 Round 2 Jinggg mindfreak d4v41,,,,,,,,69,0,0
Ash GEN,,1 Round 13 Jinggg f0rsakeN,2 Round 7 something f0rsakeN Jinggg Round 9 f0rsakeN d4v41 Jinggg,,,,,,,,72,8,0
Karon GEN,,3 Round 1 f0rsakeN mindfreak Round 3 d4v41 Jinggg Round 7 mindfreak d4v41,1 Round 17 d4v41 f0rsakeN mindfreak,1 Round 16 something Jinggg d4v41 f0rsakeN,,2 Round 2 something Round 5 Jinggg,,,,,78,2,0
Jinggg PRX,,4 Round 1 Suggest Karon Round 2 Munchkin Suggest Round 5 Ash Munchkin Round 13 Munchkin Karon,,,,,,,,,39,0,0
mindfreak PRX,,1 Round 3 Ash t3xture,,,,,,,,,29,0,0
f0rsakeN PRX,,3 Round 3 Munchkin Suggest Round 8 Munchkin Suggest Round 14 Munchkin Suggest,,,,1 Round 3 Suggest,,,,,61,0,2
d4v41 PRX,,3 Round 9 Munchkin Karon Round 10 Munchkin Karon Round 14 Karon Ash,1 Round 11 Suggest t3xture Karon,,,,,,,,65,0,0
something PRX,,1 Round 13 Suggest Ash,1 Round 2 t3xture Ash Karon,,,1 Round 13 Ash,,,,,35,2,0
