,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,1 Round 1 d4v41 Jinggg,1 Round 11 d4v41 Jinggg something,,,,,1 Round 11 something d4v41 Jinggg,,,52,4,1
Suggest GEN,,1 Round 17 something mindfreak,,,,,,,,,34,0,0
t3xture GEN,,5 Round 2 f0rsakeN Jinggg Round 4 d4v41 f0rsakeN Round 6 something d4v41 Round 8 d4v41 mindfreak Round 16 f0rsakeN d4v41,3 Round 7 f0rsakeN d4v41 something Round 13 Jinggg mindfreak d4v41 Round 14 f0rsakeN Jinggg d4v41,,,,,,,,85,0,0
Ash GEN,,,,,,,,,,,28,1,0
Karon GEN,,2 Round 3 f0rsakeN something Round 13 f0rsakeN something,2 Round 5 Jinggg f0rsakeN d4v41 Round 6 f0rsakeN mindfreak Jinggg,,,,,,,,51,0,0
Jinggg PRX,,4 Round 9 t3xture Ash Round 12 Suggest Ash Round 15 t3xture Karon Round 17 Karon Ash,2 Round 8 Munchkin Suggest Karon Round 10 t3xture Ash Munchkin,,,,,,,,75,0,0
mindfreak PRX,,3 Round 2 Karon Munchkin Round 16 Suggest Karon Round 19 t3xture Karon,2 Round 3 t3xture Ash Munchkin Round 12 t3xture Karon Munchkin,,,,1 Round 16 Karon Suggest,,,,65,0,0
f0rsakeN PRX,,3 Round 4 Karon Munchkin Round 17 t3xture Suggest Round 19 Ash Suggest,1 Round 1 Ash Munchkin Suggest,,,,,,,,60,1,0
d4v41 PRX,,2 Round 5 Suggest t3xture Round 18 Suggest Karon,,,,,,,,,40,3,0
something PRX,,3 Round 8 Ash t3xture Round 9 Suggest Munchkin Round 16 t3xture Ash,,,,2 Round 4 t3xture Round 9 Munchkin,,,,,61,1,1
