,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,,2 Round 6 BABYBAY valyn JonahP Round 12 BABYBAY JonahP trent,,,,,,,,41,0,0
johnqt SEN,,2 Round 5 jawgemo JonahP Round 16 BABYBAY JonahP,1 Round 10 trent BABYBAY JonahP,,,,,,,,55,0,0
bang SEN,,,1 Round 16 jawgemo valyn trent,,,,,,,,48,2,0
zekken SEN,,2 Round 5 valyn BABYBAY Round 15 BABYBAY JonahP,,,,,,,,,35,1,0
N4RRATE SEN,,3 Round 2 jawgemo JonahP Round 11 jawgemo valyn Round 17 JonahP trent,,,,,,,,,55,3,1
BABYBAY G2,,1 Round 1 zekken N4RRATE,,,,,,,,,44,0,0
valyn G2,,3 Round 2 zekken N4RRATE Round 3 johnqt Zellsis Round 16 zekken N4RRATE,2 Round 1 Zellsis bang johnqt Round 17 bang johnqt N4RRATE,,,,,,,,38,2,0
jawgemo G2,,2 Round 7 bang Zellsis Round 13 Zellsis N4RRATE,1 Round 19 Zellsis johnqt bang,1 Round 4 zekken bang johnqt Zellsis,,,,,,,51,0,1
JonahP G2,,4 Round 3 N4RRATE bang Round 10 bang zekken Round 11 zekken Zellsis Round 13 johnqt bang,,,,1 Round 11 Zellsis,,,,,58,2,1
trent G2,,3 Round 7 N4RRATE johnqt Round 11 bang N4RRATE Round 19 N4RRATE zekken,,2 Round 6 N4RRATE bang johnqt Zellsis Round 14 bang N4RRATE Zellsis johnqt,,,1 Round 6 Zellsis johnqt,,,,85,6,1
