,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 11 jawgemo trent Round 19 trent jawgemo,,,,,,,,,54,2,0
johnqt SEN,,2 Round 7 valyn jawgemo Round 13 trent jawgemo,1 Round 6 trent BABYBAY jawgemo,,,,,,,,52,5,0
bang SEN,,4 Round 9 valyn JonahP Round 10 valyn JonahP Round 12 jawgemo valyn Round 18 trent BABYBAY,1 Round 21 valyn jawgemo trent,,,1 Round 21 trent,,,,,60,1,1
zekken SEN,,4 Round 4 jawgemo JonahP Round 5 BABYBAY valyn Round 14 jawgemo trent Round 19 valyn BABYBAY,3 Round 1 jawgemo trent JonahP Round 8 BABYBAY valyn jawgemo Round 11 valyn BABYBAY JonahP,,,,1 Round 5 BABYBAY valyn,,,,68,0,0
N4RRATE SEN,,2 Round 12 JonahP BABYBAY Round 15 jawgemo JonahP,1 Round 2 BABYBAY valyn jawgemo,,,,,,,,61,2,1
BABYBAY G2,,2 Round 13 bang zekken Round 18 johnqt Zellsis,,,,,,,,,32,0,0
valyn G2,,2 Round 14 N4RRATE bang Round 16 johnqt Zellsis,1 Round 5 N4RRATE Zellsis johnqt,,,,,,,,45,2,0
jawgemo G2,,1 Round 21 johnqt N4RRATE,,,1 Round 17 bang zekken N4RRATE Zellsis johnqt,,,,,,51,0,0
JonahP G2,,,,,,1 Round 7 johnqt,,,,,38,1,1
trent G2,,1 Round 21 zekken Zellsis,3 Round 3 Zellsis zekken johnqt Round 7 bang zekken Zellsis Round 15 zekken johnqt N4RRATE,,,,,,,,91,5,0
