,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 20 valyn jawgemo,3 Round 6 BABYBAY trent valyn Round 7 jawgemo BABYBAY JonahP Round 11 trent valyn JonahP,,,1 Round 6 valyn,1 Round 7 JonahP BABYBAY,,,,56,0,1
johnqt SEN,,2 Round 1 BABYBAY JonahP Round 4 JonahP valyn,,,,,,,,,49,3,1
bang SEN,,3 Round 4 jawgemo trent Round 23 BABYBAY valyn Round 24 valyn trent,1 Round 21 valyn BABYBAY trent,,,,,,,,40,1,0
zekken SEN,,2 Round 8 JonahP BABYBAY Round 18 JonahP valyn,4 Round 16 BABYBAY valyn trent Round 17 JonahP jawgemo valyn Round 19 JonahP valyn trent Round 25 BABYBAY trent jawgemo,1 Round 15 JonahP trent BABYBAY valyn,,,,,,,67,0,2
N4RRATE SEN,,3 Round 18 BABYBAY trent Round 20 trent BABYBAY Round 22 trent JonahP,1 Round 26 BABYBAY trent jawgemo,,,,1 Round 26 jawgemo trent,,,,36,4,1
BABYBAY G2,,1 Round 5 johnqt Zellsis,1 Round 8 Zellsis N4RRATE zekken,,,,,,,,39,1,0
valyn G2,,4 Round 1 bang johnqt Round 4 N4RRATE Zellsis Round 10 N4RRATE johnqt Round 18 N4RRATE johnqt,3 Round 6 johnqt bang zekken Round 9 N4RRATE Zellsis zekken Round 20 bang johnqt zekken,,,,,,,,70,3,0
jawgemo G2,,3 Round 10 bang Zellsis Round 12 zekken Zellsis Round 13 Zellsis bang,1 Round 14 bang zekken johnqt,,,,,,,,44,0,1
JonahP G2,,3 Round 7 N4RRATE bang Round 20 N4RRATE Zellsis Round 24 johnqt Zellsis,,1 Round 2 N4RRATE zekken johnqt Zellsis,,1 Round 20 Zellsis,,,,,39,1,0
trent G2,,3 Round 8 johnqt bang Round 9 bang johnqt Round 12 johnqt N4RRATE,1 Round 13 zekken N4RRATE johnqt,,,,1 Round 13 N4RRATE johnqt,,,,25,3,2
