,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,,1 Round 7 Persia Francis Ivy,,,,,,,,35,3,0
Killua TLN,,3 Round 11 Dambi Ivy Round 12 Ivy Dambi Round 15 Persia Francis,,,,,,,,,58,0,0
JitBoyS TLN,,2 Round 15 Dambi margaret Round 18 Persia Ivy,1 Round 5 Dambi margaret Francis,,,,,,,,50,1,0
primmie TLN,,1 Round 3 Ivy margaret,1 Round 18 Dambi margaret Francis,,,,1 Round 3 Francis margaret,,,,42,1,1
thyy TLN,,2 Round 4 Ivy margaret Round 12 margaret Persia,,,,,,1 Round 19 Persia Francis margaret,,,28,0,1
Persia NS,,2 Round 5 Crws JitBoyS Round 20 primmie thyy,1 Round 17 Crws primmie thyy,,,1 Round 5 JitBoyS,,,,,51,1,1
Dambi NS,,2 Round 9 JitBoyS Crws Round 10 thyy primmie,,1 Round 2 JitBoyS thyy primmie Killua,,,,,,,44,0,0
Francis NS,,3 Round 5 Killua thyy Round 13 primmie Crws Round 20 Killua JitBoyS,2 Round 3 Killua thyy primmie Round 11 Killua thyy Crws,,,,1 Round 11 Crws thyy,,,,107,7,0
Ivy NS,,4 Round 1 Killua thyy Round 7 Killua thyy Round 10 Killua Crws Round 14 Crws Killua,,,,,,,,,45,1,0
margaret NS,,1 Round 6 Killua thyy,3 Round 4 Crws Killua primmie Round 8 thyy Killua JitBoyS Round 19 Crws Killua thyy,,,,,,,,68,2,0
