,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,4 Round 14 margaret Dambi Round 15 Francis Dambi Round 17 Dambi Ivy Round 22 Ivy Francis,,,,2 Round 11 Ivy Round 14 Dambi,,,,,29,6,1
Killua TLN,,1 Round 13 Francis Persia,,,,,,,,,53,1,0
JitBoyS TLN,,5 Round 4 Francis Dambi Round 5 Ivy Dambi Round 8 Francis Ivy Round 9 Ivy Dambi Round 10 Francis margaret,1 Round 21 Dambi margaret Ivy,,,1 Round 21 Ivy,,,,,60,1,0
primmie TLN,,5 Round 3 margaret Persia Round 4 Ivy margaret Round 11 margaret Francis Round 12 Francis Persia Round 14 Francis Persia,1 Round 2 margaret Ivy Francis,1 Round 6 Francis Dambi margaret Persia,,,,,,,82,1,0
thyy TLN,,3 Round 3 Dambi Francis Round 7 Persia Dambi Round 22 Persia Dambi,,,,,,,,,45,2,0
Persia NS,,1 Round 12 Killua thyy,1 Round 17 JitBoyS thyy primmie,,,,,,,,43,1,0
Dambi NS,,3 Round 7 Killua JitBoyS Round 14 primmie JitBoyS Round 19 JitBoyS primmie,2 Round 1 thyy Crws primmie Round 16 Crws Killua primmie,,,,,,,,72,0,1
Francis NS,,1 Round 18 thyy Crws,,,,,,,,,33,3,0
Ivy NS,,2 Round 13 JitBoyS thyy Round 19 Killua Crws,2 Round 11 Killua JitBoyS thyy Round 21 Killua primmie Crws,,,,,,,,69,1,1
margaret NS,,2 Round 12 JitBoyS Crws Round 15 thyy Crws,,,,,,,,,27,1,0
