,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,4 Round 13 Ivy margaret Round 19 Persia Francis Round 21 Francis Dambi Round 22 Dambi Ivy,1 Round 15 Persia Francis margaret,,,,,,,,63,0,2
Killua TLN,,3 Round 1 Persia Francis Round 5 margaret Francis Round 22 margaret Persia,3 Round 9 margaret Francis Persia Round 12 Persia margaret Ivy Round 17 Francis margaret Dambi,,,,,,,,68,2,1
JitBoyS TLN,,,,2 Round 6 Ivy margaret Persia Dambi Round 20 Francis Ivy Persia margaret,,,,,,,55,3,1
primmie TLN,,,2 Round 7 margaret Persia Francis Round 11 Dambi Persia margaret,,,,,,,,60,0,0
thyy TLN,,1 Round 19 Dambi Ivy,,,,,,,,,33,2,0
Persia NS,,3 Round 3 Killua primmie Round 14 JitBoyS Crws Round 15 thyy primmie,,,,,,,,,49,1,1
Dambi NS,,4 Round 4 primmie JitBoyS Round 6 Killua thyy Round 15 Killua Crws Round 21 Killua primmie,1 Round 1 primmie Crws Killua,,,,,,,,39,2,0
Francis NS,,1 Round 3 Crws thyy,1 Round 16 thyy primmie Crws,,,,,,,,39,4,0
Ivy NS,,2 Round 9 Crws Killua Round 21 thyy JitBoyS,,,,1 Round 21 JitBoyS,,,,,49,0,1
margaret NS,,4 Round 1 JitBoyS thyy Round 2 thyy JitBoyS Round 14 primmie thyy Round 17 primmie JitBoyS,1 Round 13 thyy JitBoyS Killua,,,,,,,,46,1,0
