,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,,,,,,,,,,36,0,0
BerserX BME,,1 Round 9 t3xture Foxy9,1 Round 17 Foxy9 t3xture Ash,,,1 Round 20 Munchkin,1 Round 17 Munchkin Ash,,,,54,0,0
NcSlasher BME,,1 Round 21 Munchkin Foxy9,1 Round 7 Karon Ash Foxy9,,,,,,,,41,2,0
Shiro BME,,1 Round 19 Foxy9 Karon,,,,,,1 Round 18 Munchkin Karon Ash,,,38,4,0
dos9 BME,,4 Round 9 Ash Karon Round 13 Karon Foxy9 Round 19 t3xture Ash Round 20 Foxy9 t3xture,1 Round 5 Karon t3xture Munchkin,,,1 Round 14 Foxy9,,,,,55,1,0
Munchkin GEN,,5 Round 1 Shiro dos9 Round 8 Famouz Shiro Round 11 NcSlasher Shiro Round 17 Famouz BerserX Munchkin Round 18 BerserX NcSlasher,,,,,,,,,55,0,0
t3xture GEN,,5 Round 2 Shiro NcSlasher Round 9 Famouz dos9 Round 12 Shiro BerserX Round 16 dos9 BerserX Round 20 Famouz Shiro,2 Round 6 BerserX Famouz dos9 Round 15 dos9 NcSlasher BerserX,,,,,,,,63,0,1
Foxy9 GEN,,5 Round 5 Famouz Shiro Round 10 Shiro Famouz Round 14 Shiro NcSlasher Round 17 Shiro NcSlasher Round 21 BerserX NcSlasher,,,,,,,,,49,0,0
Ash GEN,,,,,,,,,,,49,7,1
Karon GEN,,4 Round 4 Shiro BerserX Round 5 BerserX NcSlasher Round 15 Shiro Famouz Round 18 dos9 Shiro Karon,1 Round 10 NcSlasher dos9 BerserX,,,,,,,,83,3,0
