,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 2 PatMen Jinggg,,2 Round 11 something d4v41 Jinggg PatMen Round 23 PatMen something f0rsakeN d4v41,,1 Round 23 d4v41,,,,,56,0,0
jawgemo G2,,3 Round 9 f0rsakeN Jinggg Round 19 f0rsakeN something Round 22 PatMen Jinggg,1 Round 5 something Jinggg PatMen,1 Round 8 Jinggg d4v41 something PatMen,,,,,,,51,0,0
JonahP G2,,1 Round 12 d4v41 something,,1 Round 3 something PatMen d4v41 Jinggg,,,,,,,26,0,1
leaf G2,,2 Round 9 d4v41 something Round 17 d4v41 Jinggg,1 Round 1 something d4v41 f0rsakeN,1 Round 16 Jinggg something f0rsakeN PatMen,,,,,,,47,1,1
trent G2,,7 Round 2 something d4v41 Round 13 something f0rsakeN Round 18 PatMen something Round 20 PatMen d4v41 Round 21 something d4v41 Round 22 f0rsakeN d4v41 Round 24 d4v41 f0rsakeN,,,,,,,,,83,5,0
Jinggg PRX,,2 Round 7 leaf valyn Round 15 JonahP leaf,3 Round 1 jawgemo leaf JonahP Round 6 leaf jawgemo JonahP Round 13 trent jawgemo JonahP,,,,,,,,54,0,0
f0rsakeN PRX,,3 Round 17 jawgemo leaf Round 20 jawgemo trent Round 21 leaf trent,2 Round 10 jawgemo leaf valyn Round 12 jawgemo JonahP trent,,,,,,,,63,0,0
d4v41 PRX,,2 Round 10 trent JonahP Round 23 trent leaf,,,,,,,,,49,0,0
PatMen PRX,,1 Round 4 valyn trent,,,,,,,,,44,9,1
something PRX,,6 Round 4 jawgemo JonahP Round 7 jawgemo JonahP Round 14 jawgemo JonahP Round 21 jawgemo JonahP Round 22 JonahP leaf Round 24 jawgemo trent,,,,,,,,,49,0,0
