,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinboong DFM,,3 Round 8 mindfreak f0rsakeN Round 13 mindfreak something Round 19 mindfreak d4v41,2 Round 2 d4v41 Jinggg mindfreak Round 10 mindfreak d4v41 f0rsakeN,,,,,,,,44,0,0
Meiy DFM,,6 Round 3 d4v41 mindfreak Round 7 something Jinggg Round 12 mindfreak something Round 13 d4v41 Jinggg Round 14 d4v41 mindfreak Round 22 mindfreak something,,1 Round 9 f0rsakeN mindfreak Jinggg something,,,,,,,69,0,2
Art DFM,,4 Round 1 mindfreak d4v41 Round 11 mindfreak d4v41 Round 19 Jinggg f0rsakeN Round 22 Jinggg f0rsakeN,,,,1 Round 8 d4v41,,,,,50,2,2
Akame DFM,,,,,,,,,,,34,3,0
gyen DFM,,5 Round 1 Jinggg f0rsakeN Round 11 Jinggg f0rsakeN Round 12 Jinggg f0rsakeN Round 14 something Jinggg Round 15 something d4v41,3 Round 4 f0rsakeN Jinggg mindfreak Round 18 Jinggg mindfreak f0rsakeN Round 23 Jinggg something mindfreak,,,1 Round 1 f0rsakeN,,,,,86,2,1
Jinggg PRX,,2 Round 3 Art Akame Round 16 Meiy Art,,,,,,,,,40,1,1
mindfreak PRX,,3 Round 8 gyen Meiy Round 11 Meiy Art Round 14 Jinboong Art,3 Round 5 Meiy Art gyen Round 6 Jinboong Meiy Art Round 7 Art gyen Meiy,,,,,,,,45,0,0
f0rsakeN PRX,,5 Round 1 Akame Art Round 3 Meiy gyen Round 4 Akame Meiy Round 16 gyen Jinboong Round 17 Art Akame,2 Round 15 Meiy Akame gyen Round 20 Akame Jinboong gyen,,,,,,,,84,2,0
d4v41 PRX,,,,,,1 Round 4 gyen,,,,,30,7,0
something PRX,,4 Round 7 Akame Jinboong Round 9 Jinboong Art Round 17 Jinboong gyen Round 19 Art Jinboong,,,,1 Round 19 Jinboong,,,,,40,0,0
