,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinboong DFM,,3 Round 1 mindfreak something Round 9 f0rsakeN something Round 10 something d4v41,,,,,1 Round 9 something f0rsakeN,,,,81,1,0
Meiy DFM,,4 Round 3 d4v41 Jinggg Round 7 f0rsakeN d4v41 Round 10 Jinggg mindfreak Round 11 mindfreak f0rsakeN,2 Round 12 something d4v41 mindfreak Round 13 Jinggg mindfreak d4v41,,,,,1 Round 12 Jinggg mindfreak d4v41,,,90,0,0
Art DFM,,,3 Round 2 f0rsakeN Jinggg mindfreak Round 5 mindfreak f0rsakeN Jinggg Round 8 f0rsakeN d4v41 Jinggg,,,,,,,,65,2,0
Akame DFM,,1 Round 6 mindfreak d4v41,2 Round 4 something mindfreak f0rsakeN Round 7 Jinggg something mindfreak,,,1 Round 4 f0rsakeN,,,,,72,7,0
gyen DFM,,3 Round 1 Jinggg d4v41 Round 13 something f0rsakeN Round 14 f0rsakeN Jinggg,,,,,,,,,25,1,1
Jinggg PRX,,1 Round 8 gyen Meiy,1 Round 12 Akame Jinboong Meiy Jinggg,,,,,,,,64,0,0
mindfreak PRX,,,,,,,,,,,24,0,0
f0rsakeN PRX,,2 Round 4 gyen Art Round 5 gyen Meiy,,,,,,,,,53,0,0
d4v41 PRX,,2 Round 6 Meiy Art Round 9 Akame Meiy,,,,,,,,,45,1,0
something PRX,,2 Round 1 Meiy gyen Round 6 Akame Jinboong,,,,1 Round 6 Jinboong,,,,,62,0,1
