,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,5 Round 1 neT Xeppaa Round 8 Xeppaa neT Round 14 mitch v1c Round 15 OXY Xeppaa Round 22 mitch neT,,,,1 Round 22 neT,,,,,49,3,0
johnqt SEN,,3 Round 10 neT mitch Round 13 Xeppaa mitch Round 17 Xeppaa neT,1 Round 11 OXY v1c Xeppaa,,,,,,,,63,0,0
bang SEN,,4 Round 6 mitch Xeppaa Round 7 neT v1c Round 13 v1c OXY Round 14 OXY neT,,,,,,,,,43,1,0
zekken SEN,,4 Round 4 OXY mitch Round 8 v1c mitch Round 9 mitch Xeppaa Round 20 neT Xeppaa,3 Round 2 neT mitch v1c Round 3 Xeppaa neT mitch Round 5 Xeppaa v1c OXY,,,,2 Round 2 v1c mitch Round 9 Xeppaa mitch,,,,71,1,2
N4RRATE SEN,,3 Round 7 OXY Xeppaa Round 10 OXY Xeppaa Round 19 v1c Xeppaa,1 Round 4 neT v1c Xeppaa,,,,,,,,71,2,0
mitch C9,,2 Round 16 zekken Zellsis Round 17 N4RRATE bang,4 Round 7 zekken N4RRATE johnqt Round 19 bang johnqt Zellsis Round 21 bang Zellsis johnqt Round 22 bang N4RRATE zekken,,,2 Round 1 Zellsis Round 19 Zellsis,1 Round 7 johnqt N4RRATE,,,,80,4,1
neT C9,,2 Round 3 N4RRATE bang Round 5 Zellsis zekken,,,,,,,,,41,0,0
Xeppaa C9,,2 Round 1 zekken johnqt Round 9 Zellsis johnqt,,,,,,,,,48,1,1
v1c C9,,2 Round 2 bang johnqt Round 10 johnqt bang,1 Round 3 Zellsis johnqt zekken,,,,1 Round 3 johnqt zekken,,,,46,0,0
OXY C9,,2 Round 16 johnqt bang Round 17 Zellsis johnqt,1 Round 20 bang N4RRATE zekken,,,,,,,,37,0,1
