,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 8 Mazino Melser Round 18 Mazino Shyy,,,,,,,,,39,1,0
tex LEV,,,,,,,,,,,24,9,0
Okeanos LEV,,2 Round 2 keznit Mazino Round 18 Dantedeu5 keznit,1 Round 1 Shyy keznit Melser,,,,,,,,60,0,0
kiNgg LEV,,,3 Round 2 Shyy Dantedeu5 Melser Round 6 Melser keznit Mazino Round 9 keznit Dantedeu5 Melser,,,,,,,,47,1,0
Sato LEV,,3 Round 4 Melser Dantedeu5 Round 11 Shyy Mazino Round 15 keznit Dantedeu5,1 Round 7 Dantedeu5 keznit Mazino,1 Round 12 Dantedeu5 keznit Mazino Shyy,,,,,,,69,0,0
Melser KRÜ,,2 Round 5 Okeanos tex Round 13 Sato tex,,,,1 Round 18 Okeanos,,,,,47,2,1
keznit KRÜ,,,2 Round 3 kiNgg tex C0M Round 4 kiNgg tex Okeanos,1 Round 17 Okeanos Sato kiNgg tex,,,,,,,67,1,0
Mazino KRÜ,,4 Round 2 Sato tex Round 7 kiNgg C0M Round 14 Okeanos kiNgg Round 16 C0M tex,2 Round 9 Sato tex kiNgg Round 19 kiNgg tex Okeanos,,,1 Round 6 kiNgg,,,,,58,1,3
Shyy KRÜ,,1 Round 8 Sato kiNgg,,1 Round 15 C0M tex Okeanos kiNgg,,,,,1 Round 15 Okeanos kiNgg C0M tex,,55,2,0
Dantedeu5 KRÜ,,2 Round 6 Sato tex Round 13 Okeanos C0M,1 Round 18 tex Sato C0M,,,,,,,,44,1,1
