,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,3 Round 1 keznit Mazino Round 13 Shyy Dantedeu5 Round 22 keznit Dantedeu5,2 Round 5 Dantedeu5 Shyy keznit Round 18 Dantedeu5 Shyy Melser,,,1 Round 5 keznit,,,,,79,3,2
tex LEV,,2 Round 1 Dantedeu5 Melser Round 23 Melser Shyy,,,,,,,,,41,0,0
Okeanos LEV,,1 Round 4 Mazino Melser,1 Round 19 keznit Melser Mazino,1 Round 15 Shyy keznit Dantedeu5 Mazino,,,,,,,44,0,0
kiNgg LEV,,3 Round 3 Dantedeu5 Mazino Round 4 Shyy keznit Round 13 keznit Mazino,1 Round 16 Melser Shyy Dantedeu5,,,3 Round 4 keznit Round 16 Dantedeu5 Round 23 keznit,,,,,47,3,2
Sato LEV,,1 Round 14 Shyy keznit,,1 Round 21 keznit Dantedeu5 Melser Shyy,,,,,,,43,2,0
Melser KRÜ,,4 Round 6 Sato tex Round 11 kiNgg tex Round 18 Okeanos Sato Round 22 tex kiNgg,2 Round 3 Okeanos tex C0M Round 7 Sato kiNgg Okeanos,,,,,,,,71,3,1
keznit KRÜ,,2 Round 10 C0M kiNgg Round 23 C0M tex,3 Round 4 C0M Okeanos tex Round 12 tex Sato kiNgg Round 20 Okeanos Sato C0M,,,,,,,,67,1,0
Mazino KRÜ,,2 Round 9 kiNgg Sato Round 10 tex Sato,,,,,,,,,60,2,2
Shyy KRÜ,,1 Round 19 Okeanos tex,,,,,,,,,32,0,0
Dantedeu5 KRÜ,,1 Round 6 C0M kiNgg,2 Round 11 Sato Okeanos C0M Round 16 Sato tex C0M,1 Round 8 Sato C0M tex Okeanos,,,,,,,51,0,2
