,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 10 NcSlasher Shiro,2 Round 5 Famouz dos9 BerserX Round 18 dos9 Shiro NcSlasher,,,,,,,,50,0,1
MaKo DRX,,1 Round 16 NcSlasher Shiro,,,,,,,,,35,0,0
BeYN DRX,,1 Round 11 Famouz dos9,,,,,,,,,54,6,0
Estrella DRX,,2 Round 12 dos9 BerserX Round 20 BerserX Famouz,1 Round 9 Shiro dos9 NcSlasher,,,,,,,,50,0,0
HYUNMIN DRX,,7 Round 1 Shiro dos9 Round 3 Famouz NcSlasher Round 8 Shiro NcSlasher Round 12 Shiro NcSlasher Round 18 Famouz BerserX Round 19 Shiro BerserX Round 20 NcSlasher dos9,1 Round 17 Shiro NcSlasher Famouz,,,,,,,,72,0,0
Famouz BME,,1 Round 7 BeYN Estrella,,1 Round 2 free1ng MaKo Estrella HYUNMIN,,,,,,,37,0,0
BerserX BME,,1 Round 13 MaKo HYUNMIN,1 Round 11 free1ng Estrella BeYN BerserX,,,1 Round 11 BeYN,,,,,64,3,0
NcSlasher BME,,4 Round 1 BeYN HYUNMIN Round 8 MaKo BeYN Round 15 HYUNMIN free1ng Round 19 Estrella HYUNMIN,2 Round 14 Estrella HYUNMIN MaKo Round 21 HYUNMIN Estrella BeYN,,,,1 Round 18 free1ng HYUNMIN,,,,52,4,0
Shiro BME,,2 Round 7 MaKo free1ng Round 13 Estrella free1ng,1 Round 3 Estrella HYUNMIN BeYN,,,,,,,,40,1,1
dos9 BME,,3 Round 1 MaKo Estrella Round 3 free1ng MaKo Round 11 HYUNMIN MaKo,1 Round 4 HYUNMIN BeYN Estrella,,,,,,,,57,1,1
