,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,,1 Round 9 mada s0m brawk,,,1 Round 23 skuba,,,,,37,2,0
tex LEV,,2 Round 15 brawk s0m Round 18 mada Ethan,1 Round 1 Ethan mada s0m,,,,,,,,56,0,0
Okeanos LEV,,1 Round 1 brawk skuba Okeanos,1 Round 13 s0m skuba mada,,,,,,,,38,6,1
kiNgg LEV,,3 Round 5 brawk mada Round 7 mada brawk Round 21 s0m mada,,,,,,,,,40,0,0
Sato LEV,,5 Round 5 s0m skuba Round 12 mada brawk Round 14 mada skuba Round 19 s0m brawk Round 20 s0m Ethan,1 Round 16 skuba brawk Ethan,,1 Round 17 mada s0m brawk Ethan skuba,,,,,,81,1,0
brawk NRG,,1 Round 21 tex kiNgg,,,,,,,,,32,1,1
s0m NRG,,3 Round 10 Sato tex Round 19 tex kiNgg Round 24 tex Sato,2 Round 14 kiNgg Sato C0M s0m Round 18 Sato tex kiNgg,,,,,,,,56,1,0
mada NRG,,6 Round 2 Okeanos kiNgg Round 5 Okeanos tex Round 10 Okeanos C0M Round 11 kiNgg C0M Round 13 Sato C0M Round 18 C0M Okeanos,1 Round 3 kiNgg Okeanos tex,,1 Round 22 tex Sato Okeanos C0M kiNgg,,,,,,65,0,0
skuba NRG,,3 Round 1 tex C0M Round 4 Sato kiNgg Round 24 Okeanos C0M,2 Round 7 Sato Okeanos kiNgg Round 23 Okeanos Sato kiNgg,,,1 Round 1 Okeanos,1 Round 7 Okeanos kiNgg,,,,75,0,0
Ethan NRG,,2 Round 8 Okeanos C0M Round 20 kiNgg C0M,1 Round 6 Sato C0M Okeanos,,,,,,,,43,7,0
