Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Abyss,1,"""0-1""",NRG,Attackers,Elimination
2Abyss,2,"""0-2""",NRG,Attackers,Elimination
2Abyss,3,"""1-2""",FNC,Defenders,Defuse
2Abyss,4,"""1-3""",NRG,Attackers,Elimination
2Abyss,5,"""1-4""",NRG,Attackers,Elimination
2Abyss,6,"""1-5""",NRG,Attackers,Elimination
2Abyss,7,"""1-6""",NRG,Attackers,Elimination
2Abyss,8,"""1-7""",NRG,Attackers,Elimination
2Abyss,9,"""1-8""",NRG,Attackers,Spike Detonation
2Abyss,10,"""1-9""",NRG,Attackers,Spike Detonation
2Abyss,11,"""1-10""",NRG,Attackers,Elimination
2Abyss,12,"""1-11""",NRG,Attackers,Elimination
2Abyss,13,"""2-11""",NRG,Attackers,Elimination
2Abyss,14,"""3-11""",NRG,Attackers,Elimination
2Abyss,15,"""3-12""",FNC,Defenders,Elimination
2Abyss,16,"""4-12""",NRG,Attackers,Elimination
2Abyss,17,"""5-12""",NRG,Attackers,Elimination
2Abyss,18,"""5-13""",FNC,Defenders,Elimination
2Abyss,19,"""""",,,
2Abyss,20,"""""",,,
2Abyss,21,"""""",,,
2Abyss,22,"""""",,,
2Abyss,23,"""""",,,
2Abyss,24,"""""",,,
