(BANK) NS GE (BANK),1 0.1k 0.4k,2 2.5k $$ 7.4k,3 11.8k $$ $$$ 0.9k,4 19.9k $$$ $ 10.1k,5 23.9k $$$ $$$ 3.4k,6 24.2k $$$ $$$ 3.7k,7 25.3k $$$ $ 10.9k,8 24.0k $$$ $$$ 4.9k,9 13.4k $$$ $$$ 9.9k,10 14.3k $$$ $$ 1.6k,11 4.4k $$$ $$$ 10.3k,12 1.2k $$ $$$ 1.8k
(BANK) NS GE (BANK),13 0.1k 0.4k,14 2.1k $$ 7.1k,15 10.4k $$ $$$ 0.7k,16 1.1k $$ $$ 7.4k,17 5.3k $$ $$$ 18.8k,18 0.8k $$$ $$$ 17.7k,19 8.3k $$$ $$$ 6.2k,20 11.0k $ $$$ 11.8k,21 7.0k $$$ $$$ 4.5k,,,
