Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Pearl,1,"""1-0""",BBL,Defenders,Elimination
2Pearl,2,"""1-1""",KC,Attackers,Elimination
2Pearl,3,"""1-2""",KC,Attackers,Elimination
2Pearl,4,"""1-3""",KC,Attackers,Elimination
2Pearl,5,"""2-3""",BBL,Defenders,Time Expired
2Pearl,6,"""2-4""",KC,Attackers,Elimination
2Pearl,7,"""3-4""",BBL,Defenders,Elimination
2Pearl,8,"""4-4""",BBL,Defenders,Time Expired
2Pearl,9,"""5-4""",BBL,Defenders,Elimination
2Pearl,10,"""6-4""",BBL,Defenders,Elimination
2Pearl,11,"""7-4""",BBL,Defenders,Defuse
2Pearl,12,"""8-4""",BBL,Defenders,Elimination
2Pearl,13,"""8-5""",BBL,Defenders,Elimination
2Pearl,14,"""8-6""",BBL,Defenders,Elimination
2Pearl,15,"""9-6""",KC,Attackers,Elimination
2Pearl,16,"""9-7""",BBL,Defenders,Defuse
2Pearl,17,"""10-7""",KC,Attackers,Elimination
2Pearl,18,"""11-7""",KC,Attackers,Elimination
2Pearl,19,"""11-8""",BBL,Defenders,Elimination
2Pearl,20,"""11-9""",BBL,Defenders,Time Expired
2Pearl,21,"""12-9""",KC,Attackers,Elimination
2Pearl,22,"""12-10""",BBL,Defenders,Elimination
2Pearl,23,"""12-11""",BBL,Defenders,Defuse
2Pearl,24,"""13-11""",KC,Attackers,Elimination
