,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,4 Round 7 TenTen SugarZ3ro Round 13 CLZ SugarZ3ro Round 16 Xdll SugarZ3ro Round 17 SugarZ3ro TenTen,2 Round 6 Dep SugarZ3ro Xdll Round 15 CLZ Xdll TenTen,,,1 Round 18 Dep,,,,,84,0,0
f0rsakeN PRX,,2 Round 3 Dep Xdll Round 17 CLZ Dep,,,,,,,,,42,2,0
d4v41 PRX,,,,,,,,,,,33,2,0
PatMen PRX,,3 Round 4 TenTen CLZ Round 8 CLZ SugarZ3ro Round 11 TenTen SugarZ3ro,1 Round 20 Xdll Dep SugarZ3ro,,,,,,,,60,0,0
something PRX,,2 Round 7 CLZ Dep Round 10 CLZ Xdll,1 Round 12 Xdll Dep SugarZ3ro,,,,1 Round 12 Dep SugarZ3ro,,,,69,0,0
Dep ZETA,,4 Round 5 f0rsakeN Jinggg Round 8 d4v41 PatMen Round 10 Jinggg d4v41 Round 18 f0rsakeN PatMen,1 Round 9 f0rsakeN Jinggg PatMen,,,,,,,,73,0,0
CLZ ZETA,,2 Round 8 Jinggg f0rsakeN Round 11 Jinggg PatMen,3 Round 1 PatMen d4v41 Jinggg Round 3 d4v41 Jinggg f0rsakeN Round 20 f0rsakeN something d4v41,,,1 Round 20 d4v41,1 Round 11 something PatMen,,,,56,1,1
SugarZ3ro ZETA,,5 Round 3 PatMen something Round 5 PatMen d4v41 Round 10 PatMen something Round 12 PatMen d4v41 Round 13 something f0rsakeN,,,,1 Round 3 something,1 Round 10 something PatMen,,,,53,1,0
Xdll ZETA,,4 Round 2 Jinggg d4v41 Round 4 Jinggg something Round 13 PatMen d4v41 Round 18 something d4v41,1 Round 19 d4v41 something Jinggg,,,,,,,,57,5,0
TenTen ZETA,,1 Round 20 PatMen Jinggg,1 Round 14 PatMen f0rsakeN d4v41,,,,,,,,37,0,0
