,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,,1 Round 21 TenTen SugarZ3ro Xdll,1 Round 17 TenTen SugarZ3ro Xdll CLZ,,,,,,,63,0,0
f0rsakeN PRX,,2 Round 6 SugarZ3ro Xdll Round 7 Dep SugarZ3ro,,,,,,,,,38,0,0
d4v41 PRX,,4 Round 1 Xdll Dep Round 8 TenTen Xdll Round 11 SugarZ3ro Xdll Round 21 CLZ Dep,1 Round 4 SugarZ3ro Dep CLZ,1 Round 18 Xdll CLZ Dep TenTen,,,1 Round 18 Dep TenTen,,,,66,0,1
PatMen PRX,,3 Round 3 CLZ SugarZ3ro Round 6 CLZ Dep Round 9 TenTen Xdll,,,,,,,,,38,5,0
something PRX,,,2 Round 3 TenTen Dep Xdll Round 22 Xdll CLZ SugarZ3ro,,,1 Round 8 CLZ,1 Round 20 SugarZ3ro TenTen,,,,37,0,0
Dep ZETA,,3 Round 16 f0rsakeN d4v41 Round 18 something PatMen Round 22 d4v41 something,1 Round 13 PatMen Jinggg d4v41,,,1 Round 22 something,,,,,50,0,2
CLZ ZETA,,4 Round 2 Jinggg PatMen Round 10 something d4v41 Round 15 f0rsakeN Jinggg Round 17 something d4v41,3 Round 8 Jinggg PatMen d4v41 Round 9 something Jinggg PatMen Round 14 something PatMen d4v41,,,1 Round 1 d4v41,,1 Round 9 Jinggg something PatMen,,,72,1,0
SugarZ3ro ZETA,,4 Round 1 PatMen f0rsakeN Round 2 f0rsakeN something Round 11 f0rsakeN something Round 16 Jinggg PatMen,,1 Round 20 PatMen f0rsakeN Jinggg something SugarZ3ro,,,,,,,62,0,0
Xdll ZETA,,1 Round 1 something Jinggg,3 Round 12 Jinggg PatMen f0rsakeN Round 15 d4v41 PatMen something Round 19 Jinggg d4v41 f0rsakeN,,,,,,,,47,6,0
TenTen ZETA,,2 Round 10 PatMen f0rsakeN Round 11 PatMen Jinggg,1 Round 5 f0rsakeN PatMen Jinggg,,,,,,,,46,1,0
