,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,3 Round 5 UdoTan yokam Round 11 yokam Kr1stal Round 24 Kr1stal Papi,1 Round 15 UdoTan Kr1stal kellyS,,,,,,,,59,0,0
BerserX BME,,2 Round 1 yokam UdoTan Round 4 Kr1stal UdoTan,2 Round 22 yokam UdoTan kellyS Round 23 Papi yokam kellyS,,,,1 Round 1 yokam UdoTan,,,,60,1,1
NcSlasher BME,,4 Round 4 yokam Papi Round 6 UdoTan Kr1stal Round 9 yokam UdoTan Round 10 kellyS UdoTan,,,,,,,,,46,5,0
Shiro BME,,4 Round 2 Papi Kr1stal Round 3 kellyS Kr1stal Round 7 Kr1stal Papi Round 20 Papi Kr1stal,2 Round 5 Kr1stal Papi kellyS Round 12 kellyS UdoTan Papi,1 Round 17 Papi kellyS Kr1stal yokam,,1 Round 5 kellyS,,,,,81,1,2
dos9 BME,,6 Round 2 kellyS UdoTan Round 6 yokam kellyS Round 8 UdoTan yokam Round 10 yokam Papi Round 18 Kr1stal UdoTan Round 20 yokam UdoTan,1 Round 9 kellyS Kr1stal Papi,,,,,,,,47,0,0
UdoTan GE,,7 Round 1 Shiro Famouz Round 3 dos9 Shiro Round 10 BerserX dos9 Round 12 Famouz BerserX Round 13 Shiro BerserX Round 16 NcSlasher dos9 Round 22 Famouz NcSlasher,2 Round 7 dos9 Famouz BerserX Round 23 Shiro Famouz NcSlasher,1 Round 14 BerserX NcSlasher Shiro dos9,,,1 Round 7 Famouz BerserX,,,,96,1,0
Kr1stal GE,,3 Round 11 Shiro dos9 Round 16 Famouz Shiro Round 22 BerserX Shiro,,,,2 Round 12 Shiro Round 23 BerserX,,,,,52,3,2
kellyS GE,,3 Round 4 NcSlasher BerserX Round 5 BerserX dos9 Round 19 NcSlasher dos9,,,1 Round 21 Famouz Shiro dos9 NcSlasher BerserX,1 Round 4 BerserX,,,,,52,1,0
Papi GE,,1 Round 4 Famouz dos9,,,,,,,,,34,2,0
yokam GE,,1 Round 17 dos9 NcSlasher,,,,,,,,,24,0,0
