,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,5 Round 3 yokam Papi Round 4 kellyS Kr1stal Round 8 Papi UdoTan Round 9 Kr1stal UdoTan Round 12 UdoTan yokam,,,,,,,,,56,0,0
BerserX BME,,1 Round 6 UdoTan yokam,3 Round 4 yokam UdoTan Papi Round 10 kellyS Papi UdoTan Round 11 yokam kellyS Kr1stal,,,,1 Round 10 Papi UdoTan,,,,129,0,1
NcSlasher BME,,4 Round 2 UdoTan Kr1stal Round 5 yokam kellyS Round 6 kellyS Papi Round 8 yokam kellyS,,,,,,,,,74,0,2
Shiro BME,,,,,,,,,,,29,1,0
dos9 BME,,2 Round 1 Papi Kr1stal Round 14 yokam Kr1stal,2 Round 9 Papi kellyS yokam Round 13 Papi UdoTan yokam,,,,1 Round 1 Papi Kr1stal,,,,61,0,2
UdoTan GE,,,,,,,,,,,55,1,0
Kr1stal GE,,1 Round 4 Shiro BerserX,1 Round 1 Shiro BerserX NcSlasher,,,,,,,,40,0,0
kellyS GE,,1 Round 12 Shiro NcSlasher,1 Round 3 Shiro Famouz dos9,,,,,,,,42,4,0
Papi GE,,,1 Round 10 Famouz NcSlasher Shiro,,,,,,,,34,2,0
yokam GE,,,,,,,,,,,48,0,0
