,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,8,1,,,,,,,,58,0,0
BerserX BME,,3,5,,,,2,,,,95,1,2
NcSlasher BME,,8,,,,,,,,,60,5,2
Shiro BME,,4,2,1,,1,,,,,55,2,2
dos9 BME,,8,3,,,,1,,,,54,0,2
UdoTan GE,,7,2,1,,,1,,,,76,2,0
Kr1stal GE,,4,1,,,2,,,,,46,3,2
kellyS GE,,4,1,,1,1,,,,,47,5,0
Papi GE,,1,1,,,,,,,,34,4,0
yokam GE,,1,,,,,,,,,36,0,0
