,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 4 jawgemo valyn,,,,,,,,,13,0,1
MaKo DRX,,6 Round 2 valyn JonahP Round 5 jawgemo valyn Round 17 JonahP trent Round 19 jawgemo leaf Round 20 JonahP valyn Round 23 valyn jawgemo,1 Round 9 JonahP valyn trent,,,,,,,,48,2,0
BeYN DRX,,1 Round 10 jawgemo JonahP,,,,,,,,,41,7,1
HYUNMIN DRX,,4 Round 1 valyn trent Round 16 jawgemo JonahP Round 19 valyn trent Round 22 leaf JonahP,5 Round 3 leaf valyn JonahP Round 6 leaf JonahP trent Round 8 jawgemo trent valyn Round 11 jawgemo valyn trent Round 23 leaf JonahP trent,,,1 Round 6 trent,,,,,81,0,0
Flashback DRX,,6 Round 4 leaf JonahP Round 7 trent leaf Round 9 jawgemo leaf Round 13 jawgemo leaf Round 18 trent jawgemo Round 22 jawgemo trent,1 Round 1 JonahP leaf jawgemo,,,,,,,,53,0,0
valyn G2,,,2 Round 10 free1ng HYUNMIN MaKo Round 17 MaKo Flashback BeYN valyn,,,,,1 Round 17 Flashback MaKo BeYN,,,45,3,0
jawgemo G2,,3 Round 2 Flashback free1ng Round 11 MaKo free1ng Round 15 MaKo Flashback,1 Round 12 HYUNMIN BeYN Flashback,,,,,,,,37,1,0
JonahP G2,,2 Round 6 free1ng BeYN Round 16 MaKo free1ng,2 Round 13 Flashback HYUNMIN BeYN Round 14 MaKo free1ng Flashback,,,,,,,,41,3,0
leaf G2,,2 Round 17 free1ng HYUNMIN Round 18 MaKo Flashback,,,,,,,,,54,0,0
trent G2,,4 Round 3 HYUNMIN MaKo Round 4 free1ng BeYN Round 5 HYUNMIN MaKo Round 22 free1ng BeYN,,,,,1 Round 3 MaKo HYUNMIN,,,,57,1,2
