Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
xeus,FUT,Map_2_2Lotus,All,Jett,1.46,338,33,18,3,+15,73%,198,41%,10,7,+3
MrFaliN,FUT,Map_2_2Lotus,All,Breach,1.41,231,21,14,18,+7,85%,135,27%,2,0,+2
yetujey,FUT,Map_2_2Lotus,All,Cypher,1.29,225,22,13,6,+9,73%,141,15%,2,0,+2
AtaKaptan,FUT,Map_2_2Lotus,All,Omen,0.93,159,14,17,18,-3,81%,106,17%,1,1,0
qRaxs,FUT,Map_2_2Lotus,All,Fade,0.68,133,12,17,10,-5,81%,89,18%,1,2,-1
sheydos,MKOI,Map_2_2Lotus,All,Tejo,1.16,221,21,19,2,+2,62%,147,23%,2,1,+1
Filu,MKOI,Map_2_2Lotus,All,Yoru,0.98,188,18,19,7,-1,54%,108,21%,3,5,-2
grubinho,MKOI,Map_2_2Lotus,All,Omen,0.87,176,15,21,8,-6,50%,119,43%,3,6,-3
soulcas,MKOI,Map_2_2Lotus,All,Vyse,0.70,147,10,21,10,-11,62%,110,26%,0,0,0
flyuh,MKOI,Map_2_2Lotus,All,Cypher,0.53,154,15,22,1,-7,62%,103,30%,2,4,-2
xeus,FUT,Map_2_2Lotus,Attack,Jett,0.89,221,11,11,1,0,62%,132,50%,3,5,-2
MrFaliN,FUT,Map_2_2Lotus,Attack,Breach,1.05,202,8,10,9,-2,69%,131,27%,1,0,+1
yetujey,FUT,Map_2_2Lotus,Attack,Cypher,1.27,241,12,10,3,+2,62%,147,19%,1,0,+1
AtaKaptan,FUT,Map_2_2Lotus,Attack,Omen,0.67,145,6,11,6,-5,69%,94,9%,0,1,-1
qRaxs,FUT,Map_2_2Lotus,Attack,Fade,0.16,90,4,13,3,-9,62%,61,14%,0,2,-2
sheydos,MKOI,Map_2_2Lotus,Attack,Tejo,1.01,235,10,12,0,-2,38%,155,27%,1,1,0
Filu,MKOI,Map_2_2Lotus,Attack,Yoru,0.18,49,2,12,1,-10,23%,35,9%,0,4,-4
grubinho,MKOI,Map_2_2Lotus,Attack,Omen,0.41,80,3,11,2,-8,15%,61,63%,0,4,-4
soulcas,MKOI,Map_2_2Lotus,Attack,Vyse,0.47,122,3,13,5,-10,46%,93,20%,0,0,0
flyuh,MKOI,Map_2_2Lotus,Attack,Cypher,0.37,123,6,13,0,-7,46%,86,31%,1,2,-1
xeus,FUT,Map_2_2Lotus,Defend,Jett,2.02,455,22,7,2,+15,85%,265,37%,7,2,+5
MrFaliN,FUT,Map_2_2Lotus,Defend,Breach,1.78,260,13,4,9,+9,100%,138,27%,1,0,+1
yetujey,FUT,Map_2_2Lotus,Defend,Cypher,1.32,209,10,3,3,+7,85%,136,12%,1,0,+1
AtaKaptan,FUT,Map_2_2Lotus,Defend,Omen,1.18,174,8,6,12,+2,92%,118,24%,1,0,+1
qRaxs,FUT,Map_2_2Lotus,Defend,Fade,1.21,178,8,4,7,+4,100%,116,19%,1,0,+1
sheydos,MKOI,Map_2_2Lotus,Defend,Tejo,1.30,208,11,7,2,+4,85%,139,20%,1,0,+1
Filu,MKOI,Map_2_2Lotus,Defend,Yoru,1.77,328,16,7,6,+9,85%,181,24%,3,1,+2
grubinho,MKOI,Map_2_2Lotus,Defend,Omen,1.33,274,12,10,6,+2,85%,176,39%,3,2,+1
soulcas,MKOI,Map_2_2Lotus,Defend,Vyse,0.93,172,7,8,5,-1,77%,128,32%,0,0,0
flyuh,MKOI,Map_2_2Lotus,Defend,Cypher,0.69,187,9,9,1,0,77%,121,29%,1,2,-1
