,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 2 keznit Melser Round 8 Dantedeu5 Shyy,,,,,,,,,37,1,3
tex LEV,,1 Round 6 keznit Dantedeu5,1 Round 7 Shyy Mazino Melser,,,,,,,,49,0,1
Okeanos LEV,,2 Round 7 Dantedeu5 keznit Round 17 Melser keznit,2 Round 8 Mazino keznit Melser Round 12 Mazino keznit Shyy,,,,,,,,61,3,0
kiNgg LEV,,6 Round 1 Mazino Shyy Round 9 Shyy Dantedeu5 Round 11 Melser Shyy Round 13 keznit Dantedeu5 Round 14 Dantedeu5 Shyy Round 17 Mazino Dantedeu5,,,,,,,,,48,1,0
Sato LEV,,1 Round 14 keznit Mazino,2 Round 3 Shyy Dantedeu5 keznit Round 13 Melser Mazino Shyy,,,,,,,,47,0,0
Melser KRÜ,,2 Round 5 C0M kiNgg Round 6 kiNgg tex,1 Round 9 C0M kiNgg Okeanos,,,,,,,,44,5,0
keznit KRÜ,,2 Round 2 tex kiNgg Round 10 C0M kiNgg,2 Round 16 Sato Okeanos C0M Round 19 kiNgg C0M Okeanos,1 Round 4 Sato Okeanos kiNgg C0M,,,,,,,65,2,1
Mazino KRÜ,,5 Round 1 Sato Okeanos Round 7 Sato Okeanos Round 8 kiNgg Sato Round 10 Okeanos Sato Mazino Round 11 kiNgg Sato,,,,1 Round 4 tex,1 Round 11 Sato kiNgg,,,,58,5,0
Shyy KRÜ,,2 Round 11 C0M Okeanos Round 18 Okeanos tex,2 Round 15 tex kiNgg Okeanos Round 17 kiNgg tex Okeanos,,,1 Round 17 Okeanos,,,,,62,0,2
Dantedeu5 KRÜ,,2 Round 2 Sato Okeanos Round 6 Sato Okeanos,,,,,,,,,43,0,0
