,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
xand FUR,,4 Round 13 bang Cryocells Round 18 Cryocells Asuna Round 19 Boostio Cryocells xand Round 22 Boostio Cryocells,,,,,,,,,32,4,1
nzr FUR,,3 Round 2 Boostio Cryocells Round 4 Cryocells bang Round 6 Boostio eeiu,3 Round 5 bang eeiu Cryocells Round 7 Boostio eeiu bang Round 8 Boostio eeiu Asuna,,,,1 Round 26 eeiu Cryocells,,,,61,2,0
mwzera FUR,,,3 Round 9 Asuna eeiu Cryocells Round 24 Asuna Boostio eeiu Round 25 Asuna bang eeiu,,,,,,,,56,0,0
Khalil FUR,,3 Round 1 eeiu bang Round 9 Boostio bang Round 18 Boostio bang,1 Round 17 bang Boostio Asuna,1 Round 21 Cryocells Asuna eeiu bang,,1 Round 15 Boostio,,,,,54,2,1
havoc FUR,,5 Round 10 eeiu Cryocells Round 12 Boostio eeiu Round 15 Asuna eeiu Round 20 Cryocells Boostio Round 26 bang Asuna,,,,,,,,,56,0,0
Asuna 100T,,1 Round 6 Khalil nzr,1 Round 10 mwzera nzr havoc,1 Round 11 Khalil havoc xand nzr,,,1 Round 10 havoc nzr,,,,46,5,0
Boostio 100T,,4 Round 9 mwzera havoc Round 14 havoc xand Round 15 xand havoc Round 23 mwzera Khalil,,,,,,,,,47,0,0
eeiu 100T,,3 Round 13 nzr Khalil Round 18 xand mwzera Round 20 xand nzr,2 Round 3 Khalil nzr havoc Round 16 xand havoc nzr,,,1 Round 13 Khalil,,,,,55,2,0
bang 100T,,4 Round 2 havoc mwzera Round 14 nzr Khalil Round 19 havoc nzr Round 21 havoc mwzera,,,,,,,,,49,1,0
Cryocells 100T,,3 Round 5 mwzera havoc Round 13 mwzera havoc Round 26 havoc xand,2 Round 1 havoc Khalil xand Round 4 mwzera Khalil havoc,,1 Round 24 havoc nzr Khalil mwzera xand,,,,,,42,0,1
