(BANK) SEN FNC (BANK),1 0.1k 0.2k,2 7.3k $$ 5.6k,3 1.6k $$ $$$ 12.6k,4 8.4k $$ $$$ 17.2k,5 19.1k $$$ $$ 8.4k,6 25.9k $$$ $$ 3.2k,7 23.2k $$$ $$ 1.3k,8 12.1k $$$ $$ 8.3k,9 10.2k $$$ $$ 7.7k,10 3.9k $$ $$$ 12.3k,11 2.7k $$ $$$ 7.3k,12 1.0k $$ $$$ 15.7k
(BANK) SEN FNC (BANK),13 0.1k 0.1k,14 3.0k $$ 8.5k,15 9.5k $$ $$$ 1.7k,16 11.1k $$$ $ 9.0k,17 3.5k $$$ $$$ 10.1k,18 4.1k $$$ $$ 3.5k,19 8.7k $ $$ 5.5k,20 3.2k $$ $$$ 10.7k,21 12.5k $$$ $$$ 6.4k,22 7.7k $$$ $$ 2.5k,23 5.2k $$$ $$ 6.0k,24 9.7k $$$ $$ 1.3k
