,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,,1 Round 12 JitBoyS primmie Killua,1 Round 6 primmie Crws thyy Killua,,,,,,,53,3,0
BuZz T1,,,3 Round 15 primmie JitBoyS Killua Round 18 Crws Killua thyy Round 20 thyy Crws primmie,,,,,,,,60,0,1
Sylvan T1,,3 Round 1 thyy Crws Round 3 Crws Killua Round 5 Killua primmie,,,,,,,,,41,3,0
Meteor T1,,3 Round 1 Killua JitBoyS Round 3 primmie JitBoyS Round 16 JitBoyS primmie,1 Round 5 Crws JitBoyS thyy,,,,,,,,55,2,1
iZu T1,,,,,,,,,,,25,0,0
Crws TLN,,1 Round 11 BuZz Sylvan,,1 Round 2 Meteor stax BuZz iZu,,,,,,,52,3,0
Killua TLN,,2 Round 1 BuZz iZu Round 8 Meteor Sylvan,3 Round 4 Sylvan BuZz iZu Round 9 stax Sylvan iZu Round 16 BuZz iZu Sylvan,,,1 Round 16 Sylvan,,,,,77,2,0
JitBoyS TLN,,1 Round 13 iZu Sylvan,,,,,,,,,39,0,0
primmie TLN,,6 Round 4 Meteor stax Round 5 BuZz stax Round 8 BuZz stax Round 11 iZu Meteor Round 12 iZu Sylvan Round 19 iZu BuZz,3 Round 1 stax Meteor Sylvan Round 14 Sylvan iZu BuZz Round 20 stax Meteor iZu,,,1 Round 1 Sylvan,,,,,78,0,2
thyy TLN,,1 Round 17 BuZz Sylvan,,,,,,,,,34,3,1
