,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pryze 2G,,4 Round 7 Palla adverso Round 11 heat Urango Round 12 Palla heat Round 16 adverso tuyz,,,,,,,,,68,0,1
lz 2G,,2 Round 7 tuyz Urango Round 13 Palla adverso,1 Round 5 Urango adverso heat,,,,,,,,47,0,1
silentzz 2G,,3 Round 1 tuyz Palla Round 9 Palla adverso Round 13 Urango heat,1 Round 15 Urango tuyz heat,,,1 Round 6 heat,,,,,83,0,4
gobera 2G,,2 Round 14 Urango heat Round 16 heat Palla,2 Round 1 Urango heat adverso gobera Round 4 Palla tuyz adverso,,,,,,,,71,4,0
spike 2G,,2 Round 9 heat Urango Round 10 Urango tuyz,,1 Round 3 adverso Urango Palla heat,,,,,,,75,0,0
tuyz FUR,,,1 Round 11 lz gobera pryze tuyz,,,1 Round 11 pryze,,,,,35,0,0
adverso FUR,,2 Round 1 silentzz spike Round 12 lz spike,,,,1 Round 1 gobera,,,,,47,1,0
Urango FUR,,1 Round 7 pryze spike,1 Round 8 spike gobera lz,,,,,,,,36,7,0
heat FUR,,1 Round 1 pryze lz,,1 Round 6 gobera spike pryze lz,,,,,,,51,1,0
Palla FUR,,,1 Round 2 pryze spike lz,,,,,,,,29,0,0
