,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MOLSI APK,,1 Round 1 Boaster Alfajer,,,,,,,,,33,0,0
AvovA APK,,1 Round 14 Boaster crashies,3 Round 6 Boaster crashies Chronicle Round 12 kaajak crashies Chronicle Round 13 crashies Boaster kaajak,,,,,1 Round 13 crashies Boaster kaajak,,,43,1,0
penny APK,,1 Round 14 kaajak Chronicle,,1 Round 8 crashies Boaster Chronicle kaajak,,,,,,,42,0,1
OLIZERA APK,,2 Round 11 Chronicle kaajak Round 18 Chronicle Boaster,1 Round 9 kaajak Boaster crashies,,,,,,,,42,0,0
batujnax APK,,4 Round 2 crashies Boaster Round 3 Boaster Chronicle Round 4 Chronicle kaajak Round 7 Chronicle crashies,,1 Round 10 Chronicle crashies Alfajer kaajak,,,,,,,58,2,1
crashies FNC,,1 Round 20 MOLSI penny,,1 Round 18 penny MOLSI AvovA OLIZERA,,,,,,,41,1,0
Boaster FNC,,1 Round 21 MOLSI AvovA,2 Round 11 AvovA penny OLIZERA Boaster Round 22 penny MOLSI AvovA,,,,,1 Round 11 penny OLIZERA AvovA,,,49,2,0
Chronicle FNC,,2 Round 1 OLIZERA MOLSI Round 20 OLIZERA batujnax,2 Round 5 penny AvovA MOLSI Round 14 MOLSI batujnax OLIZERA,,,,,,,,75,1,0
kaajak FNC,,3 Round 8 MOLSI batujnax Round 15 MOLSI batujnax Round 19 MOLSI OLIZERA,2 Round 16 MOLSI AvovA OLIZERA Round 17 batujnax OLIZERA AvovA,1 Round 13 OLIZERA penny MOLSI batujnax,,,,,,,73,1,0
Alfajer FNC,,4 Round 1 penny batujnax Round 11 batujnax MOLSI Round 17 penny MOLSI Round 19 penny AvovA,2 Round 21 batujnax OLIZERA penny Round 23 penny MOLSI batujnax,1 Round 7 penny OLIZERA AvovA batujnax,,,,,,,67,0,1
