,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,4 Round 1 leaf trent Round 15 jawgemo trent Round 16 JonahP valyn Round 19 leaf jawgemo,,,,,,,,,64,1,0
ZmjjKK EDG,,1 Round 12 valyn JonahP,1 Round 5 valyn jawgemo trent,1 Round 6 leaf jawgemo JonahP trent,,,,,,,45,0,0
Smoggy EDG,,5 Round 2 valyn trent Round 4 trent jawgemo Round 10 JonahP valyn Round 12 jawgemo trent Round 15 leaf valyn,,1 Round 20 jawgemo leaf trent valyn,,,,,,,78,1,1
S1Mon EDG,,1 Round 4 JonahP leaf,,,,,,,,,29,7,0
CHICHOO EDG,,4 Round 2 jawgemo JonahP Round 11 valyn JonahP Round 16 jawgemo leaf CHICHOO Round 19 JonahP valyn,,,,,,,,,52,0,0
valyn G2,,3 Round 4 Smoggy S1Mon Round 8 nobody Smoggy Round 9 ZmjjKK S1Mon,,,,,1 Round 4 Smoggy S1Mon,,,,61,3,1
jawgemo G2,,2 Round 7 ZmjjKK CHICHOO Round 13 ZmjjKK Smoggy,2 Round 10 Smoggy ZmjjKK CHICHOO Round 11 nobody S1Mon CHICHOO,,,1 Round 10 CHICHOO,,,,,49,0,1
JonahP G2,,3 Round 8 ZmjjKK CHICHOO Round 14 S1Mon CHICHOO Round 16 ZmjjKK S1Mon,2 Round 17 CHICHOO S1Mon Smoggy Round 18 Smoggy CHICHOO Smoggy,,,,,,,,58,0,0
leaf G2,,2 Round 16 Smoggy nobody Round 18 nobody ZmjjKK,1 Round 21 ZmjjKK nobody Smoggy,,,1 Round 21 Smoggy,,1 Round 16 CHICHOO Smoggy nobody,,,42,0,0
trent G2,,5 Round 3 ZmjjKK nobody Round 9 CHICHOO Smoggy Round 12 ZmjjKK S1Mon Round 13 nobody CHICHOO Round 15 CHICHOO ZmjjKK,,,,,,,,,70,4,2
