,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
FiNESSE NRG,,1 Round 1 aspas cortezia,1 Round 13 xenom cortezia Verno,,,1 Round 11 xenom,,,,,32,1,1
brawk NRG,,1 Round 9 artzin aspas,1 Round 14 xenom cortezia Verno,,,,,,,,32,3,0
s0m NRG,,1 Round 16 cortezia xenom,,1 Round 11 aspas artzin cortezia Verno,,,,,,,49,3,0
mada NRG,,2 Round 10 artzin xenom Round 17 aspas xenom,,,,,,,,,51,0,0
Ethan NRG,,4 Round 2 artzin cortezia Round 4 aspas artzin Round 8 Verno aspas Round 12 cortezia xenom,2 Round 1 artzin xenom Verno Round 5 xenom aspas artzin,,,,,,,,67,5,0
cortezia MIBR,,2 Round 4 s0m Ethan Round 10 brawk mada,2 Round 3 s0m FiNESSE brawk Round 15 FiNESSE s0m Ethan,,,,1 Round 4 s0m Ethan,,,,57,1,1
artzin MIBR,,,,,,,,,,,22,4,1
aspas MIBR,,4 Round 2 s0m Ethan Round 7 mada Ethan Round 9 FiNESSE Ethan Round 10 FiNESSE Ethan,3 Round 4 FiNESSE mada brawk Round 6 mada s0m FiNESSE Round 12 s0m FiNESSE brawk,,,,1 Round 12 brawk FiNESSE,,,,100,0,2
xenom MIBR,,2 Round 8 brawk Ethan Round 9 mada brawk,1 Round 11 s0m brawk Ethan xenom,1 Round 16 FiNESSE mada brawk Ethan,,1 Round 8 Ethan,,,,,60,0,2
Verno MIBR,,5 Round 3 Ethan mada Round 7 brawk FiNESSE Round 8 mada FiNESSE Round 13 mada Ethan Round 18 brawk Ethan,,,,,,1 Round 17 brawk mada FiNESSE,,,62,0,3
