Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Lotus,1,"""1-0""",AG,Defenders,Elimination
2Lotus,2,"""2-0""",AG,Defenders,Elimination
2Lotus,3,"""2-1""",XLG,Attackers,Elimination
2Lotus,4,"""2-2""",XLG,Attackers,Elimination
2Lotus,5,"""2-3""",XLG,Attackers,Elimination
2Lotus,6,"""2-4""",XLG,Attackers,Elimination
2Lotus,7,"""2-5""",XLG,Attackers,Elimination
2Lotus,8,"""2-6""",XLG,Attackers,Spike Detonation
2Lotus,9,"""2-7""",XLG,Attackers,Elimination
2Lotus,10,"""3-7""",AG,Defenders,Elimination
2Lotus,11,"""3-8""",XLG,Attackers,Elimination
2Lotus,12,"""4-8""",AG,Defenders,Elimination
2Lotus,13,"""5-8""",XLG,Attackers,Elimination
2Lotus,14,"""6-8""",XLG,Attackers,Elimination
2Lotus,15,"""6-9""",AG,Defenders,Elimination
2Lotus,16,"""6-10""",AG,Defenders,Time Expired
2Lotus,17,"""7-10""",XLG,Attackers,Elimination
2Lotus,18,"""7-11""",AG,Defenders,Elimination
2Lotus,19,"""7-12""",AG,Defenders,Defuse
2Lotus,20,"""7-13""",AG,Defenders,Elimination
2Lotus,21,"""""",,,
2Lotus,22,"""""",,,
2Lotus,23,"""""",,,
2Lotus,24,"""""",,,
