,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 3 BuZz iZu Round 16 iZu BuZz Round 20 BuZz stax Round 21 BuZz iZu,2 Round 1 BuZz Sylvan Meteor Round 9 Meteor iZu stax,,,,,,,,48,4,2
MaKo DRX,,3 Round 3 stax Meteor Round 5 stax Sylvan Round 25 BuZz iZu,2 Round 13 stax Meteor BuZz Round 19 stax Sylvan iZu,,,1 Round 8 Meteor,,,,,60,0,1
BeYN DRX,,,1 Round 4 Meteor iZu stax,1 Round 11 Sylvan stax iZu BuZz,,1 Round 21 stax,,,,,48,0,1
Estrella DRX,,2 Round 5 BuZz iZu Round 6 BuZz iZu,,,,,1 Round 6 BuZz iZu,,,,36,5,0
HYUNMIN DRX,,3 Round 16 Meteor Sylvan Round 21 Meteor Sylvan Round 26 Meteor iZu,3 Round 6 Meteor Sylvan stax Round 8 Sylvan iZu stax Round 24 BuZz Meteor stax,,,,,,,,57,0,0
stax T1,,3 Round 1 HYUNMIN MaKo Round 10 Estrella free1ng Round 14 HYUNMIN free1ng,1 Round 21 Estrella free1ng HYUNMIN,,,,,,,,43,11,2
BuZz T1,,1 Round 18 BeYN free1ng,1 Round 2 HYUNMIN Estrella BeYN,,,,,,,,30,0,0
Sylvan T1,,4 Round 1 BeYN Estrella Round 10 BeYN MaKo Round 11 Estrella free1ng Round 12 BeYN MaKo,1 Round 17 free1ng Estrella HYUNMIN,,,,,,,,48,0,0
Meteor T1,,3 Round 8 BeYN HYUNMIN Round 12 Estrella HYUNMIN Round 13 HYUNMIN Estrella,,,,,,,,,38,0,0
iZu T1,,5 Round 4 MaKo Estrella Round 6 BeYN HYUNMIN Round 13 free1ng MaKo Round 18 HYUNMIN MaKo Round 23 free1ng Estrella,,,,1 Round 13 MaKo,,,,,48,0,0
