,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 2 sociablEE MAGNUM Boo Round 9 PROFEK MAGNUM,,,,,1 Round 2 MAGNUM sociablEE,,,,51,4,0
RieNs TH,,2 Round 5 sociablEE Jamppi Round 6 PROFEK MAGNUM,,,,,,,,,54,2,0
MiniBoo TH,,1 Round 2 LewN PROFEK,1 Round 17 sociablEE Jamppi PROFEK,,,,,,,,47,0,0
Wo0t TH,,2 Round 1 MAGNUM sociablEE Round 16 sociablEE PROFEK,1 Round 11 sociablEE LewN PROFEK,,,1 Round 17 MAGNUM,,,,,55,0,0
benjyfishy TH,,4 Round 7 sociablEE PROFEK Round 8 LewN PROFEK Round 12 Jamppi PROFEK Round 13 LewN MAGNUM,1 Round 3 MAGNUM Jamppi LewN,,,,,,,,58,2,0
MAGNUM BBL,,2 Round 1 Boo RieNs Round 12 RieNs benjyfishy,1 Round 18 Boo benjyfishy RieNs,1 Round 17 RieNs benjyfishy Boo MiniBoo,,,,,,,68,1,0
PROFEK BBL,,4 Round 3 RieNs benjyfishy Round 4 RieNs MiniBoo Round 5 Wo0t benjyfishy Round 10 Wo0t MiniBoo,1 Round 19 MiniBoo Boo benjyfishy,,1 Round 15 MiniBoo benjyfishy RieNs Boo Wo0t PROFEK,1 Round 1 Wo0t,,,,,66,1,0
sociablEE BBL,,2 Round 1 benjyfishy MiniBoo Round 14 benjyfishy MiniBoo,2 Round 9 MiniBoo benjyfishy Boo Round 11 benjyfishy RieNs Boo,,,1 Round 9 Boo,,,,,51,0,1
Jamppi BBL,,5 Round 4 benjyfishy Boo Round 9 Wo0t RieNs Round 10 benjyfishy RieNs Round 12 Wo0t MiniBoo Round 14 RieNs Boo,1 Round 13 benjyfishy RieNs Boo,,,,,,,,73,3,1
LewN BBL,,2 Round 6 Wo0t RieNs Round 8 Wo0t MiniBoo,,1 Round 7 Wo0t RieNs Boo benjyfishy,,2 Round 5 RieNs Round 7 benjyfishy,,,,,63,0,2
