,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,3 Round 2 NaturE icy mitch Round 11 yay supamen Round 13 icy NaturE,,,,1 Round 2 icy,,,,,44,5,1
neT C9,,3 Round 10 NaturE Derrek Round 14 supamen Derrek Round 20 icy supamen,,,,,,,,,52,0,0
Xeppaa C9,,3 Round 16 NaturE yay Round 17 supamen yay Round 21 supamen yay,,,,,1 Round 16 yay NaturE,,,,33,1,1
v1c C9,,5 Round 10 yay icy Round 11 NaturE icy Round 12 icy NaturE Round 14 NaturE yay Round 17 icy NaturE,1 Round 2 yay Derrek supamen,,,,,,,,69,2,0
OXY C9,,3 Round 5 icy yay Round 9 supamen yay Round 13 yay supamen,,,,,,,,,45,1,0
supamen EG,,3 Round 2 OXY neT Round 3 neT Xeppaa Round 16 mitch v1c,2 Round 6 OXY neT v1c Round 15 v1c mitch OXY,,,,,,,,61,2,1
yay EG,,4 Round 3 OXY v1c Round 5 v1c mitch Round 14 Xeppaa OXY Round 21 v1c neT,2 Round 20 OXY Xeppaa v1c Round 22 OXY mitch Xeppaa,,1 Round 1 OXY v1c mitch Xeppaa neT,,,,,,61,1,0
Derrek EG,,4 Round 8 OXY v1c Round 12 neT v1c Round 15 Xeppaa neT Round 19 OXY neT,,,,,,,,,40,1,0
NaturE EG,,2 Round 5 Xeppaa neT Round 22 neT v1c,,,,,,,,,37,3,3
icy EG,,3 Round 10 OXY mitch Round 11 neT OXY Round 12 mitch Xeppaa,2 Round 7 mitch v1c neT Round 18 OXY Xeppaa mitch,1 Round 4 OXY mitch Xeppaa v1c,,1 Round 6 mitch,,,,,57,0,1
