Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Icebox,1,"""1-0""",TEC,Attackers,Elimination
2Icebox,2,"""2-0""",TEC,Attackers,Elimination
2Icebox,3,"""2-1""",EDG,Defenders,Elimination
2Icebox,4,"""2-2""",EDG,Defenders,Elimination
2Icebox,5,"""3-2""",TEC,Attackers,Elimination
2Icebox,6,"""4-2""",TEC,Attackers,Elimination
2Icebox,7,"""5-2""",TEC,Attackers,Elimination
2Icebox,8,"""5-3""",EDG,Defenders,Defuse
2Icebox,9,"""6-3""",TEC,Attackers,Elimination
2Icebox,10,"""7-3""",TEC,Attackers,Elimination
2Icebox,11,"""7-4""",EDG,Defenders,Elimination
2Icebox,12,"""7-5""",EDG,Defenders,Elimination
2Icebox,13,"""8-5""",EDG,Defenders,Elimination
2Icebox,14,"""9-5""",EDG,Defenders,Elimination
2Icebox,15,"""9-6""",TEC,Attackers,Elimination
2Icebox,16,"""10-6""",EDG,Defenders,Time Expired
2Icebox,17,"""10-7""",TEC,Attackers,Spike Detonation
2Icebox,18,"""11-7""",EDG,Defenders,Defuse
2Icebox,19,"""11-8""",TEC,Attackers,Elimination
2Icebox,20,"""11-9""",TEC,Attackers,Elimination
2Icebox,21,"""12-9""",EDG,Defenders,Elimination
2Icebox,22,"""13-9""",EDG,Defenders,Elimination
2Icebox,23,"""""",,,
2Icebox,24,"""""",,,
